ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
2.0,run_20260920_102011,,idle,idle,29.997,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0
3.0,run_20260920_102011,,idle,idle,29.99,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0
4.004,run_20260920_102011,,idle,idle,29.982,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
5.0,run_20260920_102011,,idle,idle,29.974,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0
6.0,run_20260920_102011,,idle,idle,29.967,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0
7.0,run_20260920_102011,,idle,idle,29.959,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0
8.0,run_20260920_102011,,idle,idle,29.952,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0
9.0,run_20260920_102011,,idle,idle,29.944,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0
10.0,run_20260920_102011,,idle,idle,29.937,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0
11.0,run_20260920_102011,,waiting,waiting,29.929,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0
12.0,run_20260920_102011,,waiting,waiting,29.921,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.0
13.0,run_20260920_102011,,waiting,waiting,29.914,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0
14.0,run_20260920_102011,,driving,driving,29.906,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0206,0.0
15.004,run_20260920_102011,,driving,driving,29.892,22.031,100.0,0.0,0.842,0.469,0.2998,0.3,0.0238,0.0
16.0,run_20260920_102011,,driving,driving,29.873,22.064,100.0,0.0,0.886,0.493,0.4896,0.789,0.0279,0.0
17.0,run_20260920_102011,,driving,driving,29.862,22.068,100.0,0.0,0.118,0.066,0.1417,0.931,0.0303,0.0
18.0,run_20260920_102011,,driving,driving,29.853,22.072,100.0,0.0,0.104,0.058,0.064,0.995,0.0323,0.0
19.0,run_20260920_102011,,driving,driving,29.844,22.079,100.0,0.0,0.179,0.1,0.0924,1.087,0.0344,0.0
