ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260920_221349,,idle,idle,29.996,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0
5.0,run_20260920_221349,,idle,idle,29.988,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
6.0,run_20260920_221349,,idle,idle,29.981,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0
7.0,run_20260920_221349,,idle,idle,29.973,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0
8.0,run_20260920_221349,,idle,idle,29.966,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0
9.0,run_20260920_221349,,idle,idle,29.958,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0
10.0,run_20260920_221349,,waiting,waiting,29.951,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0
11.0,run_20260920_221349,,waiting,waiting,29.943,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0
12.0,run_20260920_221349,,waiting,waiting,29.935,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0
13.0,run_20260920_221349,,waiting,waiting,29.928,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0
14.0,run_20260920_221349,,driving,driving,29.92,22.012,100.0,0.0,0.33,0.184,0.0245,0.025,0.0177,0.0
15.0,run_20260920_221349,,driving,driving,29.903,22.044,100.0,0.0,0.859,0.479,0.415,0.439,0.0214,0.0
16.0,run_20260920_221349,,driving,driving,29.884,22.077,100.0,0.0,0.884,0.492,0.49,0.929,0.0255,0.0
17.0,run_20260920_221349,,driving,driving,29.865,22.11,100.0,0.0,0.894,0.498,0.4984,1.428,0.0297,0.0
18.0,run_20260920_221349,,driving,driving,29.847,22.142,100.0,0.0,0.891,0.497,0.4829,1.911,0.0338,0.0
19.0,run_20260920_221349,,driving,driving,29.828,22.174,100.0,0.0,0.865,0.482,0.4993,2.41,0.0379,0.0
20.0,run_20260920_221349,,driving,driving,29.809,22.207,100.0,0.0,0.888,0.495,0.4963,2.906,0.0421,0.0
21.0,run_20260920_221349,,driving,driving,29.79,22.24,100.0,0.0,0.897,0.5,0.4949,3.401,0.0462,0.0
22.0,run_20260920_221349,,driving,driving,29.771,22.27,99.999,0.0,0.833,0.464,0.4801,3.881,0.0503,0.0
23.0,run_20260920_221349,,driving,driving,29.753,22.303,99.999,0.0,0.897,0.5,0.4702,4.352,0.0543,0.0
24.0,run_20260920_221349,,driving,driving,29.734,22.336,99.999,0.0,0.887,0.494,0.4944,4.846,0.0584,0.0
25.0,run_20260920_221349,,driving,driving,29.716,22.368,99.999,0.0,0.89,0.496,0.4967,5.343,0.0626,0.0
26.0,run_20260920_221349,,driving,driving,29.697,22.401,99.999,0.0,0.882,0.491,0.4962,5.839,0.0667,0.0
27.0,run_20260920_221349,,driving,driving,29.679,22.431,99.999,0.0,0.831,0.463,0.4588,6.298,0.0707,0.0
28.0,run_20260920_221349,,driving,driving,29.66,22.464,99.999,0.0,0.895,0.499,0.4778,6.776,0.0747,0.0
29.0,run_20260920_221349,,driving,driving,29.641,22.496,99.999,0.0,0.893,0.498,0.5025,7.278,0.0789,0.0
30.0,run_20260920_221349,,driving,driving,29.622,22.529,99.999,0.0,0.897,0.5,0.502,7.78,0.0831,0.0
31.0,run_20260920_221349,,driving,driving,29.603,22.561,99.999,0.0,0.897,0.5,0.504,8.284,0.0873,0.0
