seq,action,target,phase,detail,sim_start_s,duration_s,predicted_duration_s,distance_m,predicted_distance_m,energy_wh,predicted_energy_wh,charged_wh,predicted_charged_wh,battery_start_percent,battery_end_percent,predicted_battery_end_percent,payload_kg,units,location,recovery
1,PICKUP,B,SUCCEEDED,"took 5 units (2.00 kg), 0 left",13.99,63.18,68.92,15.013,15.18,0.1817,0.1908,0.0,0.0,29.933,29.107,29.066,2.0,5,B,
2,DELIVER,delivery,SUCCEEDED,delivered 5 units,77.18,57.67,56.31,10.191,10.26,0.1696,0.1689,0.0,0.0,29.107,28.336,28.339,0.0,5,delivery,
3,PICKUP,A,SUCCEEDED,"took 4 units (2.00 kg), 0 left",134.85,54.26,55.67,10.035,10.01,0.1419,0.1428,0.0,0.0,28.336,27.691,27.687,2.0,4,A,
4,DELIVER,delivery,SUCCEEDED,delivered 4 units,189.12,57.66,55.67,10.157,10.01,0.1694,0.1661,0.0,0.0,27.691,26.922,26.936,0.0,4,delivery,
5,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",246.78,54.17,56.31,10.097,10.26,0.1405,0.1451,0.0,0.0,26.922,26.283,26.262,0.8,2,B,
6,DELIVER,delivery,SUCCEEDED,delivered 2 units,300.96,57.98,56.31,10.275,10.26,0.1577,0.1547,0.0,0.0,26.283,25.566,25.58,0.0,2,delivery,
7,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",358.95,47.68,46.15,6.323,6.3,0.1117,0.1085,0.0,0.0,25.566,25.058,25.073,1.5,1,C,
8,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",406.64,66.17,69.9,15.705,15.56,0.2166,0.2217,0.0,0.0,25.058,24.074,24.05,2.5,2,A,
9,DELIVER,delivery,SUCCEEDED,delivered 3 units,472.81,58.08,55.67,10.235,10.01,0.1782,0.1724,0.0,0.0,24.074,23.264,23.29,0.0,3,delivery,
10,PICKUP,B,SUCCEEDED,"took 3 units (1.20 kg), 0 left",530.9,54.28,56.31,10.051,10.26,0.1424,0.1456,0.0,0.0,23.264,22.616,22.602,1.2,3,B,
11,DELIVER,delivery,SUCCEEDED,delivered 3 units,585.19,57.28,56.31,10.253,10.26,0.1613,0.1601,0.0,0.0,22.616,21.883,21.888,0.0,3,delivery,
12,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",642.47,54.18,55.67,10.057,10.01,0.1409,0.1434,0.0,0.0,21.883,21.243,21.231,0.5,1,A,
13,DELIVER,delivery,SUCCEEDED,delivered 1 units,696.66,57.87,55.67,10.258,10.01,0.1547,0.1493,0.0,0.0,21.243,20.539,20.564,0.0,1,delivery,
14,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",754.54,53.89,56.31,10.128,10.26,0.1415,0.1459,0.0,0.0,20.539,19.896,19.876,0.8,2,B,
15,DELIVER,delivery,SUCCEEDED,delivered 2 units,808.44,57.86,56.31,10.226,10.26,0.1582,0.1556,0.0,0.0,19.896,19.177,19.189,0.0,2,delivery,
16,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",866.31,47.38,46.15,6.296,6.3,0.1104,0.1089,0.0,0.0,19.177,18.676,18.682,1.5,1,C,
17,DELIVER,delivery,SUCCEEDED,delivered 1 units,913.69,48.6,46.15,6.395,6.3,0.1255,0.1201,0.0,0.0,18.676,18.105,18.13,0.0,1,delivery,
18,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",962.3,54.38,55.67,10.063,10.01,0.1412,0.1436,0.0,0.0,18.105,17.463,17.452,1.0,2,A,
19,WAIT,,SUCCEEDED,waited 60 s at A,1016.68,61.21,60.0,0.0,0.0,0.1017,0.1,0.0,0.0,17.463,17.001,17.008,1.0,0,A,
20,CHARGE,charger,SUCCEEDED,charged to 40.0 %,1077.9,1004.45,999.91,9.205,9.04,0.1008,0.0952,5.1669,5.155,17.001,40.029,40.0,1.0,0,charger,
