ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260917_190600,,idle,idle,49.997,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0
5.0,run_20260917_190600,,idle,idle,49.99,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0
6.0,run_20260917_190600,,idle,idle,49.982,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
7.0,run_20260917_190600,,idle,idle,49.974,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0
8.0,run_20260917_190600,,idle,idle,49.967,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0
9.0,run_20260917_190600,,idle,idle,49.959,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0
10.0,run_20260917_190600,,idle,idle,49.952,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0
11.0,run_20260917_190600,,waiting,waiting,49.944,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0
12.0,run_20260917_190600,,driving,driving,49.937,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0
13.0,run_20260917_190600,,driving,driving,49.923,22.03,100.0,0.0,0.809,0.45,0.2545,0.255,0.0169,0.0
14.0,run_20260917_190600,,driving,driving,49.905,22.063,100.0,0.0,0.882,0.491,0.4658,0.72,0.0209,0.0
15.0,run_20260917_190600,,driving,driving,49.886,22.094,100.0,0.0,0.854,0.476,0.4962,1.216,0.025,0.0
16.0,run_20260917_190600,,driving,driving,49.867,22.127,100.0,0.0,0.895,0.499,0.4968,1.713,0.0292,0.0
17.0,run_20260917_190600,,driving,driving,49.848,22.16,100.0,0.0,0.886,0.494,0.5022,2.215,0.0334,0.0
18.0,run_20260917_190600,,driving,driving,49.83,22.193,100.0,0.0,0.897,0.5,0.481,2.696,0.0374,0.0
19.0,run_20260917_190600,,driving,driving,49.811,22.224,100.0,0.0,0.849,0.473,0.491,3.187,0.0416,0.0
20.0,run_20260917_190600,,driving,driving,49.792,22.255,100.0,0.0,0.855,0.476,0.4936,3.681,0.0457,0.0
21.0,run_20260917_190600,,driving,driving,49.774,22.287,100.0,0.0,0.854,0.476,0.4768,4.158,0.0497,0.0
22.0,run_20260917_190600,,driving,driving,49.755,22.318,99.999,0.0,0.853,0.475,0.4805,4.638,0.0538,0.0
23.0,run_20260917_190600,,driving,driving,49.737,22.351,99.999,0.0,0.894,0.498,0.4811,5.119,0.0579,0.0
24.0,run_20260917_190600,,driving,driving,49.718,22.382,99.999,0.0,0.869,0.484,0.496,5.615,0.062,0.0
25.0,run_20260917_190600,,driving,driving,49.699,22.413,99.999,0.0,0.849,0.473,0.4873,6.103,0.0661,0.0
26.0,run_20260917_190600,,driving,driving,49.681,22.446,99.999,0.0,0.897,0.5,0.4948,6.597,0.0703,0.0
27.0,run_20260917_190600,,driving,driving,49.662,22.479,99.999,0.0,0.897,0.5,0.4833,7.081,0.0744,0.0
28.0,run_20260917_190600,,driving,driving,49.643,22.512,99.999,0.0,0.897,0.5,0.503,7.584,0.0785,0.0
29.0,run_20260917_190600,,driving,driving,49.624,22.544,99.999,0.0,0.897,0.5,0.5033,8.087,0.0827,0.0
30.0,run_20260917_190600,,driving,driving,49.605,22.577,99.999,0.0,0.897,0.5,0.5036,8.591,0.0869,0.0
31.0,run_20260917_190600,,driving,driving,49.586,22.609,99.999,0.0,0.891,0.496,0.5029,9.093,0.0911,0.0
32.0,run_20260917_190600,,driving,driving,49.567,22.642,99.999,0.0,0.896,0.499,0.4858,9.579,0.0952,0.0
33.0,run_20260917_190600,,driving,driving,49.548,22.674,99.999,0.0,0.896,0.499,0.5024,10.082,0.0994,0.0
34.0,run_20260917_190600,,driving,driving,49.529,22.706,99.999,0.0,0.896,0.499,0.4987,10.58,0.1035,0.0
35.0,run_20260917_190600,,driving,driving,49.51,22.739,99.999,0.0,0.896,0.499,0.5032,11.084,0.1077,0.0
36.0,run_20260917_190600,,driving,driving,49.492,22.771,99.999,0.0,0.895,0.499,0.4854,11.569,0.1118,0.0
37.0,run_20260917_190600,,driving,driving,49.473,22.803,99.999,0.0,0.889,0.495,0.5023,12.071,0.116,0.0
38.0,run_20260917_190600,,driving,driving,49.454,22.835,99.999,0.0,0.893,0.498,0.4996,12.571,0.1201,0.0
39.0,run_20260917_190600,,driving,driving,49.435,22.867,99.999,0.0,0.892,0.497,0.4994,13.07,0.1243,0.0
