ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
3.0,run_20260920_085837,,idle,idle,29.998,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0
4.0,run_20260920_085837,,idle,idle,29.991,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0
5.0,run_20260920_085837,,idle,idle,29.983,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0
6.0,run_20260920_085837,,idle,idle,29.975,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0
7.0,run_20260920_085837,,idle,idle,29.968,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0
8.0,run_20260920_085837,,idle,idle,29.96,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0
9.0,run_20260920_085837,,idle,idle,29.953,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0
10.0,run_20260920_085837,,idle,idle,29.945,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0
11.0,run_20260920_085837,,idle,idle,29.938,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0
12.0,run_20260920_085837,,waiting,waiting,29.93,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0
13.012,run_20260920_085837,,waiting,waiting,29.922,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0
14.0,run_20260920_085837,,waiting,waiting,29.915,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0
15.0,run_20260920_085837,,waiting,waiting,29.907,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0
16.0,run_20260920_085837,,driving,driving,29.897,22.023,100.0,0.0,0.612,0.341,0.1021,0.102,0.0226,0.0
17.0,run_20260920_085837,,driving,driving,29.879,22.055,100.0,0.0,0.88,0.49,0.4573,0.559,0.0265,0.0
18.0,run_20260920_085837,,driving,driving,29.861,22.088,100.0,0.0,0.894,0.498,0.4813,1.041,0.0306,0.0
19.0,run_20260920_085837,,driving,driving,29.842,22.121,100.0,0.0,0.895,0.498,0.4996,1.54,0.0348,0.0
20.0,run_20260920_085837,,driving,driving,29.823,22.153,100.0,0.0,0.877,0.488,0.4985,2.039,0.0389,0.0
21.0,run_20260920_085837,,driving,driving,29.804,22.186,100.0,0.0,0.89,0.496,0.4967,2.536,0.0431,0.0
