ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260915_172619,,idle,idle,99.997,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0
5.0,run_20260915_172619,,idle,idle,99.989,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0
6.152,run_20260915_172619,,idle,idle,99.981,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0
7.0,run_20260915_172619,,idle,idle,99.974,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0
8.0,run_20260915_172619,,idle,idle,99.967,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0
9.0,run_20260915_172619,,idle,idle,99.959,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0
10.0,run_20260915_172619,,driving,driving,99.951,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0
11.0,run_20260915_172619,,driving,driving,99.937,22.032,100.0,0.0,0.861,0.48,0.2865,0.287,0.0138,0.0
12.0,run_20260915_172619,,driving,driving,99.919,22.064,100.0,0.0,0.869,0.484,0.4878,0.774,0.0179,0.0
13.0,run_20260915_172619,,driving,driving,99.9,22.096,100.0,0.0,0.878,0.489,0.4975,1.272,0.022,0.0
14.0,run_20260915_172619,,driving,driving,99.881,22.129,100.0,0.0,0.878,0.489,0.481,1.753,0.0261,0.0
15.0,run_20260915_172619,,driving,driving,99.862,22.161,100.0,0.0,0.882,0.491,0.5,2.253,0.0303,0.0
16.0,run_20260915_172619,,driving,driving,99.843,22.194,100.0,0.0,0.889,0.495,0.4961,2.749,0.0344,0.0
17.0,run_20260915_172619,,driving,driving,99.825,22.226,100.0,0.0,0.87,0.485,0.4922,3.241,0.0386,0.0
18.0,run_20260915_172619,,driving,driving,99.806,22.258,100.0,0.0,0.879,0.49,0.4813,3.722,0.0426,0.0
19.0,run_20260915_172619,,driving,driving,99.787,22.291,100.0,0.0,0.883,0.492,0.4911,4.214,0.0468,0.0
20.0,run_20260915_172619,,driving,driving,99.769,22.322,99.999,0.0,0.867,0.483,0.4908,4.704,0.0509,0.0
21.0,run_20260915_172619,,driving,driving,99.75,22.355,99.999,0.0,0.891,0.497,0.4994,5.204,0.055,0.0
22.0,run_20260915_172619,,driving,driving,99.731,22.386,99.999,0.0,0.854,0.476,0.4927,5.696,0.0592,0.0
23.0,run_20260915_172619,,driving,driving,99.713,22.418,99.999,0.0,0.875,0.487,0.4672,6.164,0.0632,0.0
24.0,run_20260915_172619,,driving,driving,99.694,22.451,99.999,0.0,0.897,0.5,0.4999,6.663,0.0673,0.0
25.0,run_20260915_172619,,driving,driving,99.675,22.484,99.999,0.0,0.897,0.5,0.5033,7.167,0.0715,0.0
26.0,run_20260915_172619,,driving,driving,99.656,22.516,99.999,0.0,0.897,0.5,0.5035,7.67,0.0757,0.0
27.176,run_20260915_172619,,driving,driving,99.637,22.555,99.999,0.0,0.897,0.5,0.4499,8.12,0.0799,0.0
28.0,run_20260915_172619,,driving,driving,99.627,22.554,99.999,0.0,0.0,0.0,0.1627,8.283,0.0821,0.0
29.0,run_20260915_172619,,waiting,waiting,99.619,22.554,99.999,0.0,0.0,0.0,0.0,8.283,0.0838,0.0
30.0,run_20260915_172619,,waiting,waiting,99.612,22.553,99.999,0.0,0.0,0.0,0.0,8.283,0.0854,0.0
31.0,run_20260915_172619,,waiting,waiting,99.604,22.552,99.999,0.0,0.0,0.0,0.0,8.283,0.0871,0.0
32.0,run_20260915_172619,,waiting,waiting,99.597,22.552,99.999,0.0,0.0,0.0,0.0,8.283,0.0888,0.0
33.0,run_20260915_172619,,waiting,waiting,99.589,22.551,99.999,0.0,0.0,0.0,0.0,8.283,0.0904,0.0
34.0,run_20260915_172619,,waiting,waiting,99.581,22.551,99.999,0.0,0.0,0.0,0.0,8.283,0.0921,0.0
35.0,run_20260915_172619,,waiting,waiting,99.574,22.55,99.999,0.0,0.0,0.0,0.0,8.283,0.0938,0.0
36.0,run_20260915_172619,,waiting,waiting,99.566,22.549,99.999,0.0,0.0,0.0,0.0,8.283,0.0954,0.0
37.0,run_20260915_172619,,waiting,waiting,99.559,22.549,99.999,0.0,0.0,0.0,0.0,8.283,0.0971,0.0
38.0,run_20260915_172619,,waiting,waiting,99.551,22.548,99.999,0.0,0.0,0.0,0.0,8.283,0.0988,0.0
39.0,run_20260915_172619,,waiting,waiting,99.543,22.547,99.999,0.0,0.0,0.0,0.0,8.283,0.1004,0.0
40.0,run_20260915_172619,,waiting,waiting,99.536,22.547,99.999,0.0,0.0,0.0,0.0,8.283,0.1021,0.0
41.0,run_20260915_172619,,waiting,waiting,99.528,22.546,99.999,0.0,0.0,0.0,0.0,8.283,0.1038,0.0
42.0,run_20260915_172619,,waiting,waiting,99.521,22.546,99.999,0.0,0.0,0.0,0.0,8.283,0.1054,0.0
43.0,run_20260915_172619,,waiting,waiting,99.513,22.545,99.999,0.0,0.0,0.0,0.0,8.283,0.1071,0.0
44.0,run_20260915_172619,,waiting,waiting,99.506,22.544,99.999,0.0,0.0,0.0,0.0,8.283,0.1088,0.0
