sim_time_s,section_id,status,factory_time_s,produced_total,picked_total,buffer_units,buffer_capacity,buffer_fill,rate_actual_per_hour,health_percent,time_to_full_s,fault_remaining_s,faults_total,lost_units,blocked_time_s
1.79,A,RUNNING,0.0,0,0,4,8,0.5,20.0,100.0,757.98,0.0,0,0.0,0.0
2.0,A,RUNNING,0.208,0,0,4,8,0.5,20.0,100.0,757.772,0.0,0,0.0,0.0
3.0,A,RUNNING,1.212,0,0,4,8,0.5,20.0,100.0,756.768,0.0,0,0.0,0.0
4.0,A,RUNNING,2.208,0,0,4,8,0.5,20.0,100.0,755.772,0.0,0,0.0,0.0
5.0,A,RUNNING,3.212,0,0,4,8,0.5,20.0,100.0,754.768,0.0,0,0.0,0.0
6.0,A,RUNNING,4.208,0,0,4,8,0.5,20.0,100.0,753.772,0.0,0,0.0,0.0
7.0,A,RUNNING,5.208,0,0,4,8,0.5,20.0,100.0,752.772,0.0,0,0.0,0.0
8.0,A,RUNNING,6.208,0,0,4,8,0.5,20.0,100.0,751.772,0.0,0,0.0,0.0
9.01,A,RUNNING,7.22,0,0,4,8,0.5,20.0,100.0,750.76,0.0,0,0.0,0.0
10.0,A,RUNNING,8.208,0,0,4,8,0.5,20.0,100.0,749.772,0.0,0,0.0,0.0
11.0,A,RUNNING,9.212,0,0,4,8,0.5,20.0,100.0,748.768,0.0,0,0.0,0.0
12.0,A,RUNNING,10.208,0,0,4,8,0.5,20.0,100.0,747.772,0.0,0,0.0,0.0
13.0,A,RUNNING,11.208,0,0,4,8,0.5,20.0,100.0,746.772,0.0,0,0.0,0.0
14.0,A,RUNNING,12.208,0,0,4,8,0.5,20.0,100.0,745.772,0.0,0,0.0,0.0
15.0,A,RUNNING,13.212,0,0,4,8,0.5,20.0,100.0,744.768,0.0,0,0.0,0.0
16.0,A,RUNNING,14.212,0,0,4,8,0.5,20.0,100.0,743.768,0.0,0,0.0,0.0
17.0,A,RUNNING,15.208,0,0,4,8,0.5,20.0,100.0,742.772,0.0,0,0.0,0.0
18.0,A,RUNNING,16.208,0,0,4,8,0.5,20.0,100.0,741.772,0.0,0,0.0,0.0
19.0,A,RUNNING,17.212,0,0,4,8,0.5,20.0,100.0,740.768,0.0,0,0.0,0.0
20.0,A,RUNNING,18.212,0,0,4,8,0.5,20.0,100.0,739.768,0.0,0,0.0,0.0
21.02,A,RUNNING,19.224,0,0,4,8,0.5,20.0,100.0,738.756,0.0,0,0.0,0.0
22.0,A,RUNNING,20.208,0,0,4,8,0.5,20.0,100.0,737.772,0.0,0,0.0,0.0
23.0,A,RUNNING,21.208,0,0,4,8,0.5,20.0,100.0,736.772,0.0,0,0.0,0.0
24.0,A,RUNNING,22.208,0,0,4,8,0.5,20.0,100.0,735.772,0.0,0,0.0,0.0
25.01,A,RUNNING,23.216,0,0,4,8,0.5,20.0,100.0,734.764,0.0,0,0.0,0.0
26.0,A,RUNNING,24.208,0,0,4,8,0.5,20.0,100.0,733.772,0.0,0,0.0,0.0
27.0,A,RUNNING,25.208,0,0,4,8,0.5,20.0,100.0,732.772,0.0,0,0.0,0.0
28.0,A,RUNNING,26.208,0,0,4,8,0.5,20.0,100.0,731.772,0.0,0,0.0,0.0
29.0,A,RUNNING,27.208,0,0,4,8,0.5,20.0,100.0,730.772,0.0,0,0.0,0.0
30.0,A,RUNNING,28.208,0,0,4,8,0.5,20.0,100.0,729.772,0.0,0,0.0,0.0
31.01,A,RUNNING,29.216,0,0,4,8,0.5,20.0,100.0,728.764,0.0,0,0.0,0.0
32.0,A,RUNNING,30.208,0,0,4,8,0.5,20.0,100.0,727.772,0.0,0,0.0,0.0
33.0,A,RUNNING,31.208,0,0,4,8,0.5,20.0,100.0,726.772,0.0,0,0.0,0.0
34.0,A,RUNNING,32.208,0,0,4,8,0.5,20.0,100.0,725.772,0.0,0,0.0,0.0
35.0,A,RUNNING,33.208,0,0,4,8,0.5,20.0,100.0,724.772,0.0,0,0.0,0.0
36.0,A,RUNNING,34.208,0,0,4,8,0.5,20.0,100.0,723.772,0.0,0,0.0,0.0
37.0,A,RUNNING,35.208,0,0,4,8,0.5,20.0,100.0,722.772,0.0,0,0.0,0.0
38.0,A,RUNNING,36.208,0,0,4,8,0.5,20.0,100.0,721.772,0.0,0,0.0,0.0
39.0,A,RUNNING,37.208,0,0,4,8,0.5,20.0,100.0,720.772,0.0,0,0.0,0.0
40.0,A,RUNNING,38.208,0,0,4,8,0.5,20.0,100.0,719.772,0.0,0,0.0,0.0
41.0,A,RUNNING,39.208,0,0,4,8,0.5,20.0,100.0,718.772,0.0,0,0.0,0.0
42.0,A,RUNNING,40.208,0,0,4,8,0.5,20.0,100.0,717.772,0.0,0,0.0,0.0
