ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260920_151149,,idle,idle,29.993,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0
5.0,run_20260920_151149,,idle,idle,29.985,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0
6.0,run_20260920_151149,,idle,idle,29.978,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0
7.0,run_20260920_151149,,idle,idle,29.97,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0
8.0,run_20260920_151149,,idle,idle,29.962,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0
9.0,run_20260920_151149,,idle,idle,29.955,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0
10.0,run_20260920_151149,,idle,idle,29.947,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0
11.0,run_20260920_151149,,idle,idle,29.94,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0
12.0,run_20260920_151149,,waiting,waiting,29.932,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0
13.0,run_20260920_151149,,waiting,waiting,29.925,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0
14.0,run_20260920_151149,,waiting,waiting,29.917,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0
15.0,run_20260920_151149,,driving,driving,29.907,22.025,100.0,0.0,0.673,0.375,0.1218,0.122,0.0205,0.0
16.0,run_20260920_151149,,driving,driving,29.888,22.055,100.0,0.0,0.826,0.46,0.4713,0.593,0.0246,0.0
17.0,run_20260920_151149,,driving,driving,29.87,22.088,100.0,0.0,0.891,0.496,0.493,1.086,0.0287,0.0
18.0,run_20260920_151149,,driving,driving,29.851,22.121,100.0,0.0,0.884,0.493,0.481,1.567,0.0328,0.0
19.0,run_20260920_151149,,driving,driving,29.832,22.154,100.0,0.0,0.893,0.498,0.5014,2.069,0.0369,0.0
20.0,run_20260920_151149,,driving,driving,29.813,22.187,100.0,0.0,0.891,0.497,0.4966,2.565,0.0411,0.0
21.004,run_20260920_151149,,driving,driving,29.794,22.22,100.0,0.0,0.893,0.497,0.4967,3.062,0.0452,0.0
22.0,run_20260920_151149,,driving,driving,29.776,22.251,100.0,0.0,0.864,0.481,0.4968,3.559,0.0494,0.0
23.0,run_20260920_151149,,driving,driving,29.757,22.283,99.999,0.0,0.868,0.484,0.4705,4.029,0.0534,0.0
24.0,run_20260920_151149,,driving,driving,29.738,22.315,99.999,0.0,0.872,0.486,0.499,4.528,0.0576,0.0
25.0,run_20260920_151149,,driving,driving,29.719,22.348,99.999,0.0,0.896,0.499,0.498,5.026,0.0617,0.0
26.0,run_20260920_151149,,driving,driving,29.7,22.38,99.999,0.0,0.881,0.491,0.5019,5.528,0.0659,0.0
27.0,run_20260920_151149,,driving,driving,29.682,22.412,99.999,0.0,0.876,0.488,0.47,5.998,0.0699,0.0
28.0,run_20260920_151149,,driving,driving,29.664,22.444,99.999,0.0,0.878,0.489,0.4839,6.482,0.074,0.0
29.0,run_20260920_151149,,driving,driving,29.645,22.477,99.999,0.0,0.894,0.498,0.5006,6.982,0.0782,0.0
30.0,run_20260920_151149,,driving,driving,29.626,22.509,99.999,0.0,0.897,0.5,0.5019,7.484,0.0823,0.0
31.0,run_20260920_151149,,driving,driving,29.607,22.542,99.999,0.0,0.897,0.5,0.5035,7.988,0.0865,0.0
32.0,run_20260920_151149,,driving,driving,29.588,22.575,99.999,0.0,0.897,0.5,0.486,8.474,0.0906,0.0
33.0,run_20260920_151149,,driving,driving,29.569,22.607,99.999,0.0,0.895,0.499,0.5022,8.976,0.0948,0.0
34.0,run_20260920_151149,,driving,driving,29.55,22.64,99.999,0.0,0.897,0.5,0.5039,9.48,0.099,0.0
35.0,run_20260920_151149,,driving,driving,29.531,22.672,99.999,0.0,0.896,0.499,0.5035,9.983,0.1032,0.0
36.0,run_20260920_151149,,driving,driving,29.512,22.703,99.999,0.0,0.864,0.481,0.4831,10.466,0.1073,0.0
37.0,run_20260920_151149,,driving,driving,29.494,22.735,99.999,0.0,0.87,0.485,0.4954,10.962,0.1114,0.0
38.0,run_20260920_151149,,driving,driving,29.475,22.767,99.999,0.0,0.896,0.499,0.5025,11.464,0.1156,0.0
39.0,run_20260920_151149,,driving,driving,29.456,22.799,99.999,0.0,0.887,0.494,0.4864,11.951,0.1197,0.0
40.0,run_20260920_151149,,driving,driving,29.438,22.831,99.999,0.0,0.896,0.499,0.4735,12.424,0.1237,0.0
41.0,run_20260920_151149,,driving,driving,29.419,22.863,99.999,0.0,0.875,0.488,0.4805,12.905,0.1278,0.0
42.0,run_20260920_151149,,driving,driving,29.4,22.894,99.999,0.0,0.883,0.492,0.4967,13.401,0.1319,0.0
43.0,run_20260920_151149,,driving,driving,29.382,22.926,99.999,0.0,0.882,0.491,0.4924,13.894,0.1361,0.0
