seq,action,target,phase,detail,sim_start_s,duration_s,predicted_duration_s,distance_m,predicted_distance_m,energy_wh,predicted_energy_wh,charged_wh,predicted_charged_wh,battery_start_percent,battery_end_percent,predicted_battery_end_percent,payload_kg,units,location
1,PICKUP,C,SUCCEEDED,"nothing taken, 0 left",12.38,56.36,58.9,11.331,11.27,0.15,0.1545,0.0,0.0,99.928,99.247,99.226,0.0,0,C
2,DELIVER,delivery,SUCCEEDED,delivered 0 units,68.74,48.18,46.15,6.416,6.3,0.1121,0.1084,0.0,0.0,99.247,98.737,98.754,0.0,0,delivery
