seq,action,target,phase,detail,sim_start_s,duration_s,predicted_duration_s,distance_m,predicted_distance_m,energy_wh,predicted_energy_wh,charged_wh,predicted_charged_wh,battery_start_percent,battery_end_percent,predicted_battery_end_percent,payload_kg,units,location,recovery
1,PICKUP,B,SUCCEEDED,"took 5 units (2.00 kg), 0 left",14.73,62.95,68.92,15.007,15.18,0.1801,0.1908,0.0,0.0,29.926,29.108,29.059,2.0,5,B,
2,DELIVER,delivery,SUCCEEDED,delivered 5 units,77.7,56.62,56.31,10.194,10.26,0.1696,0.1689,0.0,0.0,29.108,28.337,28.34,0.0,5,delivery,
3,PICKUP,A,SUCCEEDED,"took 4 units (2.00 kg), 0 left",134.33,53.44,55.67,9.869,10.01,0.1377,0.1428,0.0,0.0,28.337,27.711,27.688,2.0,4,A,
4,DELIVER,delivery,SUCCEEDED,delivered 4 units,187.78,56.34,55.67,9.831,10.01,0.1671,0.1661,0.0,0.0,27.711,26.952,26.956,0.0,4,delivery,
5,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",244.12,53.6,56.31,10.073,10.26,0.1387,0.1451,0.0,0.0,26.952,26.321,26.292,0.8,2,B,
6,DELIVER,delivery,SUCCEEDED,delivered 2 units,297.73,56.76,56.31,10.129,10.26,0.1552,0.1547,0.0,0.0,26.321,25.615,25.618,0.0,2,delivery,
7,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",354.49,47.77,46.15,6.236,6.3,0.1113,0.1085,0.0,0.0,25.615,25.11,25.122,1.5,1,C,
8,DELIVER,delivery,SUCCEEDED,delivered 1 units,402.26,48.28,46.15,6.376,6.3,0.1232,0.1195,0.0,0.0,25.11,24.55,24.567,0.0,1,delivery,
9,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",450.55,52.97,55.67,9.794,10.01,0.1376,0.1431,0.0,0.0,24.55,23.924,23.9,1.0,2,A,
10,DELIVER,delivery,SUCCEEDED,delivered 2 units,503.53,56.07,55.67,9.863,10.01,0.1546,0.1548,0.0,0.0,23.924,23.222,23.22,0.0,2,delivery,
11,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",559.61,53.5,56.31,10.094,10.26,0.1409,0.1455,0.0,0.0,23.222,22.581,22.56,0.8,2,B,
12,DELIVER,delivery,SUCCEEDED,delivered 2 units,613.11,56.58,56.31,10.23,10.26,0.1546,0.1552,0.0,0.0,22.581,21.878,21.875,0.0,2,delivery,
13,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",669.7,53.2,55.67,9.843,10.01,0.1381,0.1434,0.0,0.0,21.878,21.25,21.226,0.5,1,A,
14,DELIVER,delivery,SUCCEEDED,delivered 1 units,722.91,56.28,55.67,9.848,10.01,0.1507,0.1493,0.0,0.0,21.25,20.565,20.571,0.0,1,delivery,
15,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",779.2,53.38,56.31,10.093,10.26,0.1395,0.1458,0.0,0.0,20.565,19.931,19.902,0.8,2,B,
16,DELIVER,delivery,SUCCEEDED,delivered 2 units,832.59,56.49,56.31,10.138,10.26,0.156,0.1555,0.0,0.0,19.931,19.222,19.224,0.0,2,delivery,
17,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",889.09,47.98,46.15,6.287,6.3,0.112,0.1089,0.0,0.0,19.222,18.713,18.727,1.5,1,C,
18,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",937.08,64.88,69.9,15.415,15.56,0.2124,0.223,0.0,0.0,18.713,17.748,17.7,2.5,2,A,
19,WAIT,,SUCCEEDED,waited 60 s at A,1001.96,61.24,60.0,0.0,0.0,0.1033,0.1,0.0,0.0,17.748,17.278,17.293,2.5,0,A,
20,WAIT,,SUCCEEDED,waited 60 s at A,1063.22,61.19,60.0,0.0,0.0,0.1017,0.1,0.0,0.0,17.278,16.816,16.823,2.5,0,A,
