ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
2.0,run_20260917_093010,,idle,idle,99.992,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0
3.0,run_20260917_093010,,idle,idle,99.985,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0
4.0,run_20260917_093010,,idle,idle,99.977,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0
5.0,run_20260917_093010,,idle,idle,99.97,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0
6.0,run_20260917_093010,,idle,idle,99.962,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0
7.0,run_20260917_093010,,idle,idle,99.955,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
8.0,run_20260917_093010,,idle,idle,99.947,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0
9.0,run_20260917_093010,,idle,idle,99.939,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0
10.0,run_20260917_093010,,idle,idle,99.932,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0
11.0,run_20260917_093010,,idle,idle,99.924,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0
12.0,run_20260917_093010,,idle,idle,99.917,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0
13.0,run_20260917_093010,,idle,idle,99.909,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
14.0,run_20260917_093010,,idle,idle,99.902,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0
15.0,run_20260917_093010,,idle,idle,99.894,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0
16.0,run_20260917_093010,,idle,idle,99.886,22.001,100.0,0.0,0.015,0.008,0.0003,0.0,0.025,0.0
17.0,run_20260917_093010,,idle,idle,99.871,22.032,100.0,0.0,0.863,0.481,0.3213,0.322,0.0283,0.0
