ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
3.0,run_20260917_164427,,idle,idle,49.993,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0
4.0,run_20260917_164427,,idle,idle,49.986,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0
5.0,run_20260917_164427,,idle,idle,49.978,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0
6.0,run_20260917_164427,,idle,idle,49.971,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0
7.0,run_20260917_164427,,idle,idle,49.963,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0
8.0,run_20260917_164427,,idle,idle,49.955,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0
9.0,run_20260917_164427,,idle,idle,49.948,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0
10.0,run_20260917_164427,,idle,idle,49.94,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.0
11.0,run_20260917_164427,,idle,idle,49.933,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0
12.0,run_20260917_164427,,waiting,waiting,49.925,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0165,0.0
13.0,run_20260917_164427,,waiting,waiting,49.918,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.0
14.0,run_20260917_164427,,waiting,waiting,49.91,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0
15.0,run_20260917_164427,,driving,driving,49.902,22.003,100.0,0.0,0.075,0.042,0.002,0.002,0.0215,0.0
16.0,run_20260917_164427,,driving,driving,49.888,22.033,100.0,0.0,0.804,0.448,0.2905,0.292,0.0246,0.0
17.0,run_20260917_164427,,driving,driving,49.87,22.064,100.0,0.0,0.849,0.473,0.4783,0.771,0.0287,0.0
18.0,run_20260917_164427,,driving,driving,49.851,22.097,100.0,0.0,0.892,0.497,0.4711,1.242,0.0327,0.0
19.0,run_20260917_164427,,driving,driving,49.833,22.13,100.0,0.0,0.887,0.494,0.4975,1.739,0.0368,0.0
20.0,run_20260917_164427,,driving,driving,49.814,22.162,100.0,0.0,0.891,0.497,0.4987,2.238,0.041,0.0
21.0,run_20260917_164427,,driving,driving,49.795,22.195,100.0,0.0,0.879,0.49,0.4928,2.731,0.0451,0.0
22.0,run_20260917_164427,,driving,driving,49.776,22.226,100.0,0.0,0.853,0.475,0.4817,3.213,0.0492,0.0
