ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260920_154739,,idle,idle,29.993,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0
5.0,run_20260920_154739,,idle,idle,29.985,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0
6.0,run_20260920_154739,,idle,idle,29.978,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0
7.0,run_20260920_154739,,idle,idle,29.97,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0
8.0,run_20260920_154739,,idle,idle,29.962,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0
9.0,run_20260920_154739,,idle,idle,29.955,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0
10.0,run_20260920_154739,,idle,idle,29.947,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0
11.0,run_20260920_154739,,idle,idle,29.94,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0
12.0,run_20260920_154739,,idle,idle,29.932,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0
13.0,run_20260920_154739,,idle,idle,29.925,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0
14.0,run_20260920_154739,,idle,idle,29.917,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0
15.0,run_20260920_154739,,idle,idle,29.909,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0
16.0,run_20260920_154739,,waiting,waiting,29.902,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0
17.0,run_20260920_154739,,waiting,waiting,29.894,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0
18.0,run_20260920_154739,,driving,driving,29.885,22.019,100.0,0.0,0.501,0.279,0.0757,0.076,0.0253,0.0
19.0,run_20260920_154739,,driving,driving,29.867,22.05,100.0,0.0,0.854,0.476,0.4404,0.516,0.0292,0.0
20.0,run_20260920_154739,,driving,driving,29.849,22.083,100.0,0.0,0.891,0.497,0.4946,1.011,0.0333,0.0
21.0,run_20260920_154739,,driving,driving,29.83,22.116,100.0,0.0,0.891,0.496,0.5001,1.511,0.0375,0.0
22.0,run_20260920_154739,,driving,driving,29.811,22.148,100.0,0.0,0.875,0.487,0.4976,2.008,0.0416,0.0
23.0,run_20260920_154739,,driving,driving,29.792,22.181,100.0,0.0,0.89,0.496,0.4805,2.489,0.0457,0.0
24.0,run_20260920_154739,,driving,driving,29.774,22.212,100.0,0.0,0.856,0.477,0.4918,2.981,0.0498,0.0
25.0,run_20260920_154739,,driving,driving,29.755,22.245,99.999,0.0,0.878,0.489,0.4839,3.464,0.0539,0.0
26.0,run_20260920_154739,,driving,driving,29.737,22.277,99.999,0.0,0.884,0.492,0.475,3.939,0.058,0.0
27.0,run_20260920_154739,,driving,driving,29.718,22.309,99.999,0.0,0.876,0.488,0.4828,4.422,0.062,0.0
28.0,run_20260920_154739,,driving,driving,29.699,22.342,99.999,0.0,0.896,0.499,0.4963,4.918,0.0662,0.0
29.0,run_20260920_154739,,driving,driving,29.68,22.375,99.999,0.0,0.892,0.497,0.5017,5.42,0.0704,0.0
30.0,run_20260920_154739,,driving,driving,29.661,22.406,99.999,0.0,0.868,0.484,0.491,5.911,0.0745,0.0
31.0,run_20260920_154739,,driving,driving,29.643,22.438,99.999,0.0,0.879,0.49,0.4882,6.399,0.0786,0.0
32.0,run_20260920_154739,,driving,driving,29.624,22.471,99.999,0.0,0.89,0.496,0.4811,6.881,0.0827,0.0
33.0,run_20260920_154739,,driving,driving,29.605,22.504,99.999,0.0,0.897,0.5,0.5017,7.382,0.0868,0.0
34.0,run_20260920_154739,,driving,driving,29.586,22.536,99.999,0.0,0.897,0.5,0.5039,7.886,0.091,0.0
35.0,run_20260920_154739,,driving,driving,29.567,22.569,99.999,0.0,0.897,0.5,0.504,8.39,0.0952,0.0
36.0,run_20260920_154739,,driving,driving,29.549,22.601,99.999,0.0,0.897,0.5,0.4851,8.875,0.0993,0.0
37.0,run_20260920_154739,,driving,driving,29.53,22.634,99.999,0.0,0.897,0.5,0.5028,9.378,0.1035,0.0
38.0,run_20260920_154739,,driving,driving,29.511,22.666,99.999,0.0,0.883,0.492,0.5034,9.881,0.1077,0.0
39.0,run_20260920_154739,,driving,driving,29.492,22.698,99.999,0.0,0.897,0.5,0.4965,10.378,0.1118,0.0
40.0,run_20260920_154739,,driving,driving,29.473,22.731,99.999,0.0,0.897,0.5,0.5037,10.882,0.116,0.0
41.0,run_20260920_154739,,driving,driving,29.454,22.763,99.999,0.0,0.897,0.5,0.4837,11.365,0.1201,0.0
42.0,run_20260920_154739,,driving,driving,29.435,22.795,99.999,0.0,0.89,0.496,0.5004,11.866,0.1242,0.0
43.0,run_20260920_154739,,driving,driving,29.416,22.827,99.999,0.0,0.885,0.493,0.5005,12.366,0.1284,0.0
44.0,run_20260920_154739,,driving,driving,29.397,22.859,99.999,0.0,0.889,0.495,0.5016,12.868,0.1326,0.0
45.0,run_20260920_154739,,driving,driving,29.379,22.891,99.999,0.0,0.897,0.5,0.483,13.351,0.1367,0.0
46.0,run_20260920_154739,,driving,driving,29.36,22.923,99.999,0.0,0.894,0.498,0.5025,13.853,0.1409,0.0
47.0,run_20260920_154739,,driving,driving,29.341,22.954,99.999,0.0,0.866,0.483,0.4964,14.35,0.145,0.0
48.0,run_20260920_154739,,driving,driving,29.323,22.977,99.999,0.0,0.637,0.355,0.4512,14.801,0.1489,0.0
49.0,run_20260920_154739,,driving,driving,29.311,22.976,99.998,0.0,0.0,0.0,0.2039,15.005,0.1516,0.0
50.0,run_20260920_154739,,loading,loading,29.303,22.975,99.998,0.0,0.0,0.0,0.0,15.005,0.1533,0.0
51.0,run_20260920_154739,,loading,loading,29.296,22.974,99.998,0.0,0.0,0.0,0.0,15.005,0.1549,0.0
52.0,run_20260920_154739,,loading,loading,29.288,22.973,99.998,0.0,0.0,0.0,0.0,15.005,0.1566,0.0
53.0,run_20260920_154739,,loading,loading,29.281,22.972,99.998,0.0,0.0,0.0,0.0,15.005,0.1583,0.0
54.0,run_20260920_154739,,loading,loading,29.273,22.971,99.998,0.0,0.0,0.0,0.0,15.005,0.1599,0.0
55.0,run_20260920_154739,,loading,loading,29.265,22.97,99.998,0.0,0.0,0.0,0.0,15.005,0.1616,0.0
56.0,run_20260920_154739,,loading,loading,29.258,22.968,99.998,0.0,0.0,0.0,0.0,15.005,0.1633,0.0
57.0,run_20260920_154739,,loading,loading,29.25,22.967,99.998,0.0,0.0,0.0,0.0,15.005,0.1649,0.0
58.0,run_20260920_154739,,loading,loading,29.243,22.966,99.998,0.0,0.0,0.0,0.0,15.005,0.1666,0.0
59.0,run_20260920_154739,,loading,loading,29.235,22.965,99.998,0.0,0.0,0.0,0.0,15.005,0.1683,0.0
60.0,run_20260920_154739,,loading,loading,29.228,22.964,99.998,0.0,0.0,0.0,0.0,15.005,0.1699,0.0
61.0,run_20260920_154739,,loading,loading,29.22,22.963,99.998,0.0,0.0,0.0,0.0,15.005,0.1716,0.0
62.0,run_20260920_154739,,loading,loading,29.212,22.962,99.998,0.0,0.0,0.0,0.0,15.005,0.1733,0.0
63.0,run_20260920_154739,,loading,loading,29.205,22.961,99.998,0.0,0.0,0.0,0.0,15.005,0.1749,0.0
64.0,run_20260920_154739,,loading,loading,29.197,22.96,99.998,0.0,0.0,0.0,0.0,15.005,0.1766,0.0
65.0,run_20260920_154739,,loading,loading,29.19,22.959,99.998,0.0,0.0,0.0,0.0,15.005,0.1783,0.0
66.0,run_20260920_154739,,loading,loading,29.182,22.958,99.998,0.0,0.0,0.0,0.0,15.005,0.1799,0.0
67.0,run_20260920_154739,,loading,loading,29.174,22.957,99.998,0.0,0.0,0.0,0.0,15.005,0.1816,0.0
68.0,run_20260920_154739,,loading,loading,29.167,22.956,99.998,0.0,0.0,0.0,0.0,15.005,0.1833,0.0
69.0,run_20260920_154739,,loading,loading,29.159,22.955,99.998,0.0,0.0,0.0,0.0,15.005,0.1849,0.0
70.0,run_20260920_154739,,loading,loading,29.152,22.954,99.998,0.0,0.0,0.0,0.0,15.005,0.1866,0.0
71.0,run_20260920_154739,,loading,loading,29.144,22.953,99.998,0.0,0.0,0.0,0.0,15.005,0.1883,0.0
72.0,run_20260920_154739,,loading,loading,29.137,22.952,99.998,0.0,0.0,0.0,0.0,15.005,0.1899,0.0
73.0,run_20260920_154739,,loading,loading,29.129,22.95,99.998,0.0,0.0,0.0,0.0,15.005,0.1916,0.0
74.0,run_20260920_154739,,loading,loading,29.121,22.949,99.998,0.0,0.0,0.0,0.0,15.005,0.1933,0.0
75.0,run_20260920_154739,,loading,loading,29.114,22.948,99.998,0.0,0.0,0.0,0.0,15.005,0.1949,0.0
76.0,run_20260920_154739,,loading,loading,29.106,22.947,99.998,0.0,0.0,0.0,0.0,15.005,0.1966,0.0
77.0,run_20260920_154739,,loading,loading,29.099,22.946,99.998,0.0,0.0,0.0,0.0,15.005,0.1983,0.0
78.0,run_20260920_154739,,loading,loading,29.091,22.945,99.998,0.0,0.0,0.0,0.0,15.005,0.1999,0.0
79.0,run_20260920_154739,,loading,loading,29.084,22.944,99.998,0.0,0.0,0.0,0.0,15.005,0.2016,0.0
80.0,run_20260920_154739,,waiting,waiting,29.076,22.943,99.998,2.0,0.0,0.0,0.0,15.005,0.2033,0.0
81.0,run_20260920_154739,,driving,driving,29.066,22.955,99.998,2.0,0.318,0.177,0.0659,15.071,0.2054,0.0
82.0,run_20260920_154739,,driving,driving,29.053,22.962,99.998,2.0,0.192,0.107,0.1827,15.253,0.2084,0.0
83.0,run_20260920_154739,,driving,driving,29.044,22.963,99.998,2.0,0.047,0.026,0.0265,15.28,0.2103,0.0
84.0,run_20260920_154739,,driving,driving,29.029,22.996,99.998,2.0,0.84,0.468,0.2279,15.508,0.2136,0.0
85.0,run_20260920_154739,,driving,driving,29.005,23.031,99.998,2.0,0.89,0.496,0.5026,16.01,0.219,0.0
86.0,run_20260920_154739,,driving,driving,28.981,23.066,99.998,2.0,0.891,0.497,0.4856,16.496,0.2242,0.0
87.0,run_20260920_154739,,driving,driving,28.957,23.101,99.998,2.0,0.894,0.498,0.5033,16.999,0.2295,0.0
88.0,run_20260920_154739,,driving,driving,28.932,23.137,99.998,2.0,0.897,0.5,0.5029,17.502,0.2349,0.0
89.0,run_20260920_154739,,driving,driving,28.908,23.17,99.998,2.0,0.86,0.479,0.4983,18.0,0.2402,0.0
90.0,run_20260920_154739,,driving,driving,28.885,23.206,99.998,2.0,0.897,0.5,0.4715,18.472,0.2453,0.0
91.0,run_20260920_154739,,driving,driving,28.861,23.241,99.997,2.0,0.891,0.497,0.498,18.97,0.2506,0.0
92.0,run_20260920_154739,,driving,driving,28.837,23.275,99.997,2.0,0.877,0.489,0.5001,19.47,0.256,0.0
93.0,run_20260920_154739,,driving,driving,28.813,23.306,99.997,2.0,0.797,0.444,0.4904,19.96,0.2612,0.0
94.0,run_20260920_154739,,driving,driving,28.789,23.34,99.997,2.0,0.879,0.489,0.4913,20.452,0.2665,0.0
95.0,run_20260920_154739,,driving,driving,28.765,23.375,99.997,2.0,0.885,0.493,0.4735,20.925,0.2716,0.0
96.0,run_20260920_154739,,driving,driving,28.741,23.41,99.997,2.0,0.897,0.5,0.4973,21.423,0.2769,0.0
97.0,run_20260920_154739,,driving,driving,28.717,23.445,99.997,2.0,0.897,0.5,0.4991,21.922,0.2822,0.0
98.0,run_20260920_154739,,driving,driving,28.693,23.48,99.997,2.0,0.892,0.497,0.5001,22.422,0.2876,0.0
99.0,run_20260920_154739,,driving,driving,28.669,23.513,99.997,2.0,0.868,0.484,0.4924,22.914,0.2928,0.0
100.0,run_20260920_154739,,driving,driving,28.646,23.547,99.997,2.0,0.879,0.49,0.4756,23.39,0.298,0.0
101.0,run_20260920_154739,,driving,driving,28.621,23.582,99.997,2.0,0.896,0.499,0.4983,23.888,0.3033,0.0
102.0,run_20260920_154739,,driving,driving,28.597,23.617,99.997,2.0,0.891,0.497,0.5009,24.389,0.3086,0.0
103.0,run_20260920_154739,,driving,driving,28.575,23.642,99.997,2.0,0.667,0.372,0.4461,24.835,0.3136,0.0
104.0,run_20260920_154739,,driving,driving,28.558,23.653,99.997,2.0,0.32,0.178,0.2859,25.121,0.3173,0.0
105.0,run_20260920_154739,,driving,driving,28.548,23.654,99.997,2.0,0.071,0.039,0.0587,25.18,0.3194,0.0
106.0,run_20260920_154739,,unloading,unloading,28.54,23.653,99.997,2.0,0.0,0.0,0.0132,25.193,0.3212,0.0
107.0,run_20260920_154739,,unloading,unloading,28.532,23.651,99.997,2.0,0.0,0.0,0.0,25.193,0.3229,0.0
108.0,run_20260920_154739,,unloading,unloading,28.525,23.649,99.997,2.0,0.0,0.0,0.0,25.193,0.3245,0.0
109.0,run_20260920_154739,,unloading,unloading,28.517,23.647,99.997,2.0,0.0,0.0,0.0,25.193,0.3262,0.0
110.0,run_20260920_154739,,unloading,unloading,28.51,23.645,99.997,2.0,0.0,0.0,0.0,25.193,0.3279,0.0
111.0,run_20260920_154739,,unloading,unloading,28.502,23.643,99.997,2.0,0.0,0.0,0.0,25.193,0.3295,0.0
112.0,run_20260920_154739,,unloading,unloading,28.495,23.642,99.997,2.0,0.0,0.0,0.0,25.193,0.3312,0.0
113.0,run_20260920_154739,,unloading,unloading,28.487,23.64,99.997,2.0,0.0,0.0,0.0,25.193,0.3329,0.0
114.0,run_20260920_154739,,unloading,unloading,28.479,23.638,99.997,2.0,0.0,0.0,0.0,25.193,0.3345,0.0
115.0,run_20260920_154739,,unloading,unloading,28.472,23.636,99.997,2.0,0.0,0.0,0.0,25.193,0.3362,0.0
116.0,run_20260920_154739,,unloading,unloading,28.464,23.634,99.997,2.0,0.0,0.0,0.0,25.193,0.3379,0.0
117.0,run_20260920_154739,,unloading,unloading,28.457,23.633,99.997,2.0,0.0,0.0,0.0,25.193,0.3395,0.0
118.0,run_20260920_154739,,unloading,unloading,28.449,23.631,99.997,2.0,0.0,0.0,0.0,25.193,0.3412,0.0
119.0,run_20260920_154739,,unloading,unloading,28.442,23.629,99.997,2.0,0.0,0.0,0.0,25.193,0.3429,0.0
120.0,run_20260920_154739,,unloading,unloading,28.434,23.627,99.997,2.0,0.0,0.0,0.0,25.193,0.3445,0.0
121.0,run_20260920_154739,,unloading,unloading,28.426,23.625,99.997,2.0,0.0,0.0,0.0,25.193,0.3462,0.0
122.0,run_20260920_154739,,unloading,unloading,28.419,23.624,99.997,2.0,0.0,0.0,0.0,25.193,0.3479,0.0
123.0,run_20260920_154739,,unloading,unloading,28.411,23.622,99.997,2.0,0.0,0.0,0.0,25.193,0.3495,0.0
124.0,run_20260920_154739,,unloading,unloading,28.404,23.62,99.996,2.0,0.0,0.0,0.0,25.193,0.3512,0.0
125.0,run_20260920_154739,,unloading,unloading,28.396,23.618,99.996,2.0,0.0,0.0,0.0,25.193,0.3529,0.0
126.0,run_20260920_154739,,unloading,unloading,28.389,23.617,99.996,2.0,0.0,0.0,0.0,25.193,0.3545,0.0
127.0,run_20260920_154739,,unloading,unloading,28.381,23.615,99.996,2.0,0.0,0.0,0.0,25.193,0.3562,0.0
128.0,run_20260920_154739,,unloading,unloading,28.373,23.613,99.996,2.0,0.0,0.0,0.0,25.193,0.3579,0.0
129.0,run_20260920_154739,,unloading,unloading,28.366,23.611,99.996,2.0,0.0,0.0,0.0,25.193,0.3595,0.0
130.0,run_20260920_154739,,unloading,unloading,28.358,23.609,99.996,2.0,0.0,0.0,0.0,25.193,0.3612,0.0
131.0,run_20260920_154739,,unloading,unloading,28.351,23.608,99.996,2.0,0.0,0.0,0.0,25.193,0.3629,0.0
132.0,run_20260920_154739,,unloading,unloading,28.343,23.606,99.996,2.0,0.0,0.0,0.0,25.193,0.3645,0.0
133.0,run_20260920_154739,,unloading,unloading,28.336,23.604,99.996,2.0,0.0,0.0,0.0,25.193,0.3662,0.0
134.0,run_20260920_154739,,unloading,unloading,28.328,23.602,99.996,2.0,0.0,0.0,0.0,25.193,0.3679,0.0
135.0,run_20260920_154739,,unloading,unloading,28.32,23.601,99.996,2.0,0.0,0.0,0.0,25.193,0.3695,0.0
136.0,run_20260920_154739,,waiting,waiting,28.313,23.599,99.996,0.0,0.0,0.0,0.0,25.193,0.3712,0.0
137.0,run_20260920_154739,,driving,driving,28.305,23.597,99.996,0.0,0.0,0.0,0.0,25.193,0.3729,0.0
138.0,run_20260920_154739,,driving,driving,28.296,23.605,99.996,0.0,0.272,0.152,0.0806,25.273,0.3749,0.0
139.0,run_20260920_154739,,driving,driving,28.28,23.636,99.996,0.0,0.884,0.492,0.3698,25.643,0.3784,0.0
140.0,run_20260920_154739,,driving,driving,28.261,23.668,99.996,0.0,0.897,0.5,0.4824,26.126,0.3825,0.0
141.0,run_20260920_154739,,driving,driving,28.242,23.699,99.996,0.0,0.891,0.496,0.5023,26.628,0.3867,0.0
142.0,run_20260920_154739,,driving,driving,28.223,23.73,99.996,0.0,0.886,0.494,0.5022,27.13,0.3909,0.0
143.0,run_20260920_154739,,driving,driving,28.204,23.761,99.996,0.0,0.891,0.497,0.4973,27.627,0.395,0.0
144.0,run_20260920_154739,,driving,driving,28.186,23.792,99.996,0.0,0.883,0.492,0.4813,28.109,0.3991,0.0
145.0,run_20260920_154739,,driving,driving,28.167,23.822,99.996,0.0,0.888,0.495,0.5019,28.611,0.4033,0.0
146.0,run_20260920_154739,,driving,driving,28.148,23.854,99.996,0.0,0.894,0.498,0.5002,29.111,0.4074,0.0
147.0,run_20260920_154739,,driving,driving,28.129,23.885,99.996,0.0,0.895,0.499,0.5039,29.615,0.4116,0.0
148.0,run_20260920_154739,,driving,driving,28.11,23.916,99.996,0.0,0.892,0.497,0.5026,30.117,0.4158,0.0
149.0,run_20260920_154739,,driving,driving,28.091,23.945,99.996,0.0,0.865,0.482,0.4786,30.596,0.4199,0.0
150.0,run_20260920_154739,,driving,driving,28.073,23.975,99.996,0.0,0.862,0.48,0.4601,31.056,0.4238,0.0
151.0,run_20260920_154739,,driving,driving,28.055,24.006,99.996,0.0,0.884,0.493,0.489,31.545,0.4279,0.0
152.0,run_20260920_154739,,driving,driving,28.036,24.037,99.996,0.0,0.895,0.499,0.5019,32.047,0.4321,0.0
153.0,run_20260920_154739,,driving,driving,28.017,24.068,99.996,0.0,0.896,0.499,0.4824,32.529,0.4362,0.0
154.0,run_20260920_154739,,driving,driving,27.999,24.098,99.996,0.0,0.896,0.499,0.4902,33.02,0.4403,0.0
155.0,run_20260920_154739,,driving,driving,27.98,24.129,99.996,0.0,0.892,0.497,0.5011,33.521,0.4445,0.0
156.0,run_20260920_154739,,driving,driving,27.961,24.16,99.996,0.0,0.897,0.5,0.5013,34.022,0.4487,0.0
157.0,run_20260920_154739,,driving,driving,27.942,24.19,99.995,0.0,0.879,0.49,0.5016,34.524,0.4528,0.0
158.0,run_20260920_154739,,driving,driving,27.925,24.21,99.995,0.0,0.607,0.338,0.4026,34.926,0.4565,0.0
159.0,run_20260920_154739,,loading,loading,27.914,24.208,99.995,0.0,0.0,0.0,0.1378,35.064,0.4589,0.0
160.0,run_20260920_154739,,loading,loading,27.907,24.205,99.995,0.0,0.0,0.0,0.0,35.064,0.4605,0.0
161.0,run_20260920_154739,,loading,loading,27.899,24.203,99.995,0.0,0.0,0.0,0.0,35.064,0.4622,0.0
162.0,run_20260920_154739,,loading,loading,27.891,24.2,99.995,0.0,0.0,0.0,0.0,35.064,0.4639,0.0
163.0,run_20260920_154739,,loading,loading,27.884,24.198,99.995,0.0,0.0,0.0,0.0,35.064,0.4655,0.0
164.0,run_20260920_154739,,loading,loading,27.876,24.196,99.995,0.0,0.0,0.0,0.0,35.064,0.4672,0.0
165.0,run_20260920_154739,,loading,loading,27.869,24.193,99.995,0.0,0.0,0.0,0.0,35.064,0.4689,0.0
166.0,run_20260920_154739,,loading,loading,27.861,24.191,99.995,0.0,0.0,0.0,0.0,35.064,0.4705,0.0
167.0,run_20260920_154739,,loading,loading,27.854,24.188,99.995,0.0,0.0,0.0,0.0,35.064,0.4722,0.0
168.0,run_20260920_154739,,loading,loading,27.846,24.186,99.995,0.0,0.0,0.0,0.0,35.064,0.4739,0.0
169.0,run_20260920_154739,,loading,loading,27.838,24.184,99.995,0.0,0.0,0.0,0.0,35.064,0.4755,0.0
170.0,run_20260920_154739,,loading,loading,27.831,24.181,99.995,0.0,0.0,0.0,0.0,35.064,0.4772,0.0
171.0,run_20260920_154739,,loading,loading,27.823,24.179,99.995,0.0,0.0,0.0,0.0,35.064,0.4789,0.0
172.0,run_20260920_154739,,loading,loading,27.816,24.176,99.995,0.0,0.0,0.0,0.0,35.064,0.4805,0.0
173.0,run_20260920_154739,,loading,loading,27.808,24.174,99.995,0.0,0.0,0.0,0.0,35.064,0.4822,0.0
174.0,run_20260920_154739,,loading,loading,27.801,24.172,99.995,0.0,0.0,0.0,0.0,35.064,0.4839,0.0
175.0,run_20260920_154739,,loading,loading,27.793,24.169,99.995,0.0,0.0,0.0,0.0,35.064,0.4855,0.0
176.0,run_20260920_154739,,loading,loading,27.785,24.167,99.995,0.0,0.0,0.0,0.0,35.064,0.4872,0.0
177.0,run_20260920_154739,,loading,loading,27.778,24.164,99.995,0.0,0.0,0.0,0.0,35.064,0.4889,0.0
178.0,run_20260920_154739,,loading,loading,27.77,24.162,99.995,0.0,0.0,0.0,0.0,35.064,0.4905,0.0
179.0,run_20260920_154739,,loading,loading,27.763,24.16,99.995,0.0,0.0,0.0,0.0,35.064,0.4922,0.0
180.0,run_20260920_154739,,loading,loading,27.755,24.157,99.995,0.0,0.0,0.0,0.0,35.064,0.4939,0.0
181.0,run_20260920_154739,,loading,loading,27.748,24.155,99.995,0.0,0.0,0.0,0.0,35.064,0.4955,0.0
182.0,run_20260920_154739,,loading,loading,27.74,24.153,99.995,0.0,0.0,0.0,0.0,35.064,0.4972,0.0
183.0,run_20260920_154739,,loading,loading,27.732,24.15,99.995,0.0,0.0,0.0,0.0,35.064,0.4989,0.0
184.0,run_20260920_154739,,loading,loading,27.725,24.148,99.995,0.0,0.0,0.0,0.0,35.064,0.5005,0.0
185.0,run_20260920_154739,,loading,loading,27.717,24.145,99.995,0.0,0.0,0.0,0.0,35.064,0.5022,0.0
186.0,run_20260920_154739,,loading,loading,27.71,24.143,99.995,0.0,0.0,0.0,0.0,35.064,0.5039,0.0
187.0,run_20260920_154739,,loading,loading,27.702,24.141,99.995,0.0,0.0,0.0,0.0,35.064,0.5055,0.0
188.0,run_20260920_154739,,loading,loading,27.694,24.138,99.995,0.0,0.0,0.0,0.0,35.064,0.5072,0.0
189.0,run_20260920_154739,,waiting,waiting,27.687,24.136,99.995,2.0,0.0,0.0,0.0,35.064,0.5089,0.0
190.0,run_20260920_154739,,waiting,waiting,27.679,24.134,99.995,2.0,0.0,0.0,0.0,35.064,0.5105,0.0
