seq,action,target,phase,detail,sim_start_s,duration_s,predicted_duration_s,distance_m,predicted_distance_m,energy_wh,predicted_energy_wh,charged_wh,predicted_charged_wh,battery_start_percent,battery_end_percent,predicted_battery_end_percent,payload_kg,units,location,recovery
1,PICKUP,B,SUCCEEDED,"took 5 units (2.00 kg), 0 left",14.83,62.98,68.92,15.027,15.18,0.1801,0.1908,0.0,0.0,29.909,29.09,29.042,2.0,5,B,
2,DELIVER,delivery,SUCCEEDED,delivered 5 units,77.81,58.16,56.31,10.334,10.26,0.1723,0.1689,0.0,0.0,29.09,28.307,28.322,0.0,5,delivery,
3,PICKUP,A,SUCCEEDED,"took 4 units (2.00 kg), 0 left",135.98,54.39,55.67,10.044,10.01,0.142,0.1428,0.0,0.0,28.307,27.662,27.658,2.0,4,A,
4,DELIVER,delivery,SUCCEEDED,delivered 4 units,190.37,58.0,55.67,10.251,10.01,0.1717,0.1661,0.0,0.0,27.662,26.881,26.907,0.0,4,delivery,
5,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",248.38,53.98,56.31,10.051,10.26,0.1403,0.1451,0.0,0.0,26.881,26.244,26.221,0.8,2,B,
6,DELIVER,delivery,SUCCEEDED,delivered 2 units,302.36,58.16,56.31,10.193,10.26,0.1572,0.1547,0.0,0.0,26.244,25.529,25.541,0.0,2,delivery,
7,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",360.52,47.46,46.15,6.341,6.3,0.1102,0.1085,0.0,0.0,25.529,25.028,25.036,1.5,1,C,
8,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",407.99,66.48,69.9,15.714,15.56,0.2183,0.2217,0.0,0.0,25.028,24.036,24.02,2.5,2,A,
9,DELIVER,delivery,SUCCEEDED,delivered 3 units,474.47,57.58,55.67,10.212,10.01,0.178,0.1724,0.0,0.0,24.036,23.227,23.252,0.0,3,delivery,
10,PICKUP,B,SUCCEEDED,"took 3 units (1.20 kg), 0 left",532.06,54.09,56.31,10.128,10.26,0.1411,0.1456,0.0,0.0,23.227,22.585,22.565,1.2,3,B,
11,DELIVER,delivery,SUCCEEDED,delivered 3 units,586.15,57.48,56.31,10.186,10.26,0.1609,0.1601,0.0,0.0,22.585,21.854,21.857,0.0,3,delivery,
12,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",643.63,54.53,55.67,10.13,10.01,0.143,0.1434,0.0,0.0,21.854,21.204,21.202,0.5,1,A,
13,DELIVER,delivery,SUCCEEDED,delivered 1 units,698.17,57.63,55.67,10.174,10.01,0.1525,0.1493,0.0,0.0,21.204,20.511,20.525,0.0,1,delivery,
14,PICKUP,B,SUCCEEDED,"took 1 units (0.40 kg), 0 left",755.81,53.98,56.31,10.128,10.26,0.1414,0.1458,0.0,0.0,20.511,19.868,19.848,0.4,1,B,
15,DELIVER,delivery,SUCCEEDED,delivered 1 units,809.8,57.42,56.31,10.321,10.26,0.154,0.1507,0.0,0.0,19.868,19.168,19.183,0.0,1,delivery,
16,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",867.23,47.49,46.15,6.304,6.3,0.1104,0.1089,0.0,0.0,19.168,18.666,18.673,1.5,1,C,
17,DELIVER,delivery,SUCCEEDED,delivered 1 units,914.72,48.38,46.15,6.434,6.3,0.1258,0.1201,0.0,0.0,18.666,18.095,18.12,0.0,1,delivery,
18,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",963.11,54.28,55.67,9.988,10.01,0.1408,0.1436,0.0,0.0,18.095,17.454,17.442,1.0,2,A,
19,CHARGE,charger,SUCCEEDED,charged to 40.0 %,1017.39,986.58,981.04,9.496,9.04,0.1028,0.0953,5.0667,5.0554,17.454,40.017,40.0,1.0,0,charger,
20,PICKUP,B,SUCCEEDED,"took 10 units (4.00 kg), 0 left",2004.0,63.04,68.92,14.997,15.18,0.1974,0.2084,0.0,0.0,40.01,39.113,39.063,5.0,10,B,
21,DELIVER,delivery,SUCCEEDED,delivered 12 units,2067.05,57.75,56.31,10.306,10.26,0.2063,0.2047,0.0,0.0,39.113,38.175,38.183,0.0,12,delivery,
22,PICKUP,A,SUCCEEDED,"took 6 units (3.00 kg), 0 left",2124.81,53.97,55.67,9.98,10.01,0.14,0.1429,0.0,0.0,38.175,37.538,37.526,3.0,6,A,
23,DELIVER,delivery,SUCCEEDED,delivered 6 units,2178.79,58.42,55.67,10.111,10.01,0.1845,0.1779,0.0,0.0,37.538,36.7,36.729,0.0,6,delivery,
24,PICKUP,C,SUCCEEDED,"took 2 units (3.00 kg), 0 left",2237.22,47.9,46.15,6.403,6.3,0.1122,0.1086,0.0,0.0,36.7,36.19,36.207,3.0,2,C,
25,DELIVER,delivery,SUCCEEDED,delivered 2 units,2285.13,48.26,46.15,6.343,6.3,0.1342,0.1306,0.0,0.0,36.19,35.58,35.596,0.0,2,delivery,
26,PICKUP,B,SUCCEEDED,"took 3 units (1.20 kg), 0 left",2333.4,53.77,56.31,10.024,10.26,0.1405,0.1455,0.0,0.0,35.58,34.941,34.919,1.2,3,B,
27,DELIVER,delivery,SUCCEEDED,delivered 3 units,2387.17,57.36,56.31,10.171,10.26,0.1606,0.1599,0.0,0.0,34.941,34.211,34.214,0.0,3,delivery,
