sim_time_s,section_id,status,factory_time_s,produced_total,picked_total,buffer_units,buffer_capacity,buffer_fill,rate_actual_per_hour,health_percent,time_to_full_s,fault_remaining_s,faults_total,lost_units,blocked_time_s
1789467910.19,C,RUNNING,0.9,0,0,0,3,0.0,10.0,100.0,1057.2301,0.0,0,0.0,0.0
1789467911.19,C,RUNNING,1.9,0,0,0,3,0.0,10.0,100.0,1056.2299,0.0,0,0.0,0.0
1789467912.19,C,RUNNING,2.9,0,0,0,3,0.0,10.0,100.0,1055.23,0.0,0,0.0,0.0
1789467913.19,C,RUNNING,3.9,0,0,0,3,0.0,10.0,100.0,1054.2301,0.0,0,0.0,0.0
1789467914.19,C,RUNNING,4.9,0,0,0,3,0.0,10.0,100.0,1053.23,0.0,0,0.0,0.0
1789467915.19,C,RUNNING,5.9,0,0,0,3,0.0,10.0,100.0,1052.23,0.0,0,0.0,0.0
1789467916.19,C,RUNNING,6.9,0,0,0,3,0.0,10.0,100.0,1051.2301,0.0,0,0.0,0.0
1789467917.19,C,RUNNING,7.9,0,0,0,3,0.0,10.0,100.0,1050.2301,0.0,0,0.0,0.0
1789467918.19,C,RUNNING,8.9,0,0,0,3,0.0,10.0,100.0,1049.2301,0.0,0,0.0,0.0
1789467919.19,C,RUNNING,9.9,0,0,0,3,0.0,10.0,100.0,1048.2301,0.0,0,0.0,0.0
1789467920.19,C,RUNNING,10.9,0,0,0,3,0.0,10.0,100.0,1047.2299,0.0,0,0.0,0.0
1789467921.19,C,RUNNING,11.9,0,0,0,3,0.0,10.0,100.0,1046.2301,0.0,0,0.0,0.0
1789467922.19,C,RUNNING,12.9,0,0,0,3,0.0,10.0,100.0,1045.2301,0.0,0,0.0,0.0
1789467923.19,C,RUNNING,13.9,0,0,0,3,0.0,10.0,100.0,1044.2301,0.0,0,0.0,0.0
1789467924.19,C,RUNNING,14.9,0,0,0,3,0.0,10.0,100.0,1043.2301,0.0,0,0.0,0.0
1789467925.19,C,RUNNING,15.9,0,0,0,3,0.0,10.0,100.0,1042.23,0.0,0,0.0,0.0
1789467926.19,C,RUNNING,16.9,0,0,0,3,0.0,10.0,100.0,1041.2299,0.0,0,0.0,0.0
1789467927.19,C,RUNNING,17.9,0,0,0,3,0.0,10.0,100.0,1040.2301,0.0,0,0.0,0.0
1789467928.19,C,RUNNING,18.9,0,0,0,3,0.0,10.0,100.0,1039.23,0.0,0,0.0,0.0
1789467929.19,C,RUNNING,19.9,0,0,0,3,0.0,10.0,100.0,1038.2301,0.0,0,0.0,0.0
1789467930.19,C,RUNNING,20.9,0,0,0,3,0.0,10.0,100.0,1037.23,0.0,0,0.0,0.0
1789467931.19,C,RUNNING,21.9,0,0,0,3,0.0,10.0,100.0,1036.2302,0.0,0,0.0,0.0
1789467932.19,C,RUNNING,22.9,0,0,0,3,0.0,10.0,100.0,1035.2301,0.0,0,0.0,0.0
