ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260915_194945,,idle,idle,99.993,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0
5.0,run_20260915_194945,,idle,idle,99.985,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0
6.0,run_20260915_194945,,idle,idle,99.978,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0
7.0,run_20260915_194945,,idle,idle,99.97,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0
8.0,run_20260915_194945,,idle,idle,99.963,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0
9.0,run_20260915_194945,,idle,idle,99.955,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0
10.0,run_20260915_194945,,idle,idle,99.948,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0
11.0,run_20260915_194945,,idle,idle,99.94,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0
12.0,run_20260915_194945,,driving,driving,99.931,22.021,100.0,0.0,0.576,0.321,0.0787,0.079,0.0153,0.0
13.0,run_20260915_194945,,driving,driving,99.913,22.052,100.0,0.0,0.819,0.456,0.4622,0.541,0.0192,0.0
14.0,run_20260915_194945,,driving,driving,99.894,22.085,100.0,0.0,0.897,0.5,0.4747,1.016,0.0233,0.0
15.0,run_20260915_194945,,driving,driving,99.875,22.118,100.0,0.0,0.892,0.497,0.5002,1.516,0.0274,0.0
16.0,run_20260915_194945,,driving,driving,99.856,22.151,100.0,0.0,0.894,0.498,0.5005,2.016,0.0316,0.0
17.0,run_20260915_194945,,driving,driving,99.837,22.184,100.0,0.0,0.895,0.499,0.4989,2.515,0.0358,0.0
18.0,run_20260915_194945,,driving,driving,99.819,22.216,100.0,0.0,0.891,0.497,0.4785,2.994,0.0398,0.0
19.0,run_20260915_194945,,driving,driving,99.8,22.249,100.0,0.0,0.891,0.497,0.5003,3.494,0.044,0.0
20.0,run_20260915_194945,,driving,driving,99.781,22.281,100.0,0.0,0.876,0.488,0.485,3.979,0.0481,0.0
21.0,run_20260915_194945,,driving,driving,99.763,22.314,99.999,0.0,0.889,0.495,0.4922,4.471,0.0522,0.0
22.0,run_20260915_194945,,driving,driving,99.744,22.346,99.999,0.0,0.873,0.487,0.4938,4.965,0.0564,0.0
23.0,run_20260915_194945,,driving,driving,99.725,22.379,99.999,0.0,0.897,0.5,0.4803,5.445,0.0604,0.0
24.0,run_20260915_194945,,driving,driving,99.706,22.411,99.999,0.0,0.895,0.498,0.5003,5.946,0.0646,0.0
25.0,run_20260915_194945,,driving,driving,99.688,22.444,99.999,0.0,0.886,0.493,0.4982,6.444,0.0687,0.0
26.0,run_20260915_194945,,driving,driving,99.669,22.476,99.999,0.0,0.893,0.498,0.5,6.944,0.0729,0.0
27.0,run_20260915_194945,,driving,driving,99.65,22.509,99.999,0.0,0.893,0.498,0.4818,7.426,0.077,0.0
28.0,run_20260915_194945,,driving,driving,99.631,22.541,99.999,0.0,0.877,0.488,0.501,7.927,0.0812,0.0
29.0,run_20260915_194945,,driving,driving,99.612,22.573,99.999,0.0,0.884,0.492,0.5002,8.427,0.0853,0.0
30.0,run_20260915_194945,,driving,driving,99.593,22.604,99.999,0.0,0.868,0.483,0.4962,8.923,0.0895,0.0
31.0,run_20260915_194945,,driving,driving,99.575,22.634,99.999,0.0,0.834,0.465,0.4916,9.415,0.0936,0.0
32.0,run_20260915_194945,,driving,driving,99.556,22.667,99.999,0.0,0.89,0.496,0.4701,9.885,0.0976,0.0
33.0,run_20260915_194945,,driving,driving,99.538,22.695,99.999,0.0,0.795,0.443,0.481,10.366,0.1017,0.0
34.0,run_20260915_194945,,driving,driving,99.523,22.71,99.999,0.0,0.414,0.231,0.3344,10.7,0.105,0.0
35.0,run_20260915_194945,,driving,driving,99.511,22.723,99.999,0.0,0.373,0.208,0.1946,10.895,0.1077,0.0
36.0,run_20260915_194945,,driving,driving,99.497,22.747,99.999,0.0,0.663,0.37,0.2586,11.153,0.1106,0.0
37.0,run_20260915_194945,,driving,driving,99.482,22.762,99.999,0.0,0.449,0.25,0.3196,11.473,0.1139,0.0
38.0,run_20260915_194945,,driving,driving,99.471,22.766,99.999,0.0,0.116,0.065,0.1609,11.634,0.1164,0.0
39.0,run_20260915_194945,,driving,driving,99.463,22.765,99.999,0.0,0.006,0.003,0.0166,11.65,0.1181,0.0
40.0,run_20260915_194945,,driving,driving,99.455,22.766,99.999,0.0,0.057,0.032,0.0144,11.665,0.1199,0.0
41.0,run_20260915_194945,,driving,driving,99.446,22.772,99.999,0.0,0.166,0.093,0.0598,11.725,0.1218,0.0
42.0,run_20260915_194945,,driving,driving,99.436,22.779,99.999,0.0,0.208,0.116,0.1277,11.852,0.1241,0.0
43.0,run_20260915_194945,,driving,driving,99.425,22.786,99.999,0.0,0.226,0.126,0.1335,11.986,0.1265,0.0
44.0,run_20260915_194945,,driving,driving,99.415,22.793,99.999,0.0,0.213,0.119,0.106,12.092,0.1287,0.0
45.0,run_20260915_194945,,driving,driving,99.405,22.797,99.999,0.0,0.142,0.079,0.0943,12.186,0.1308,0.0
46.0,run_20260915_194945,,driving,driving,99.397,22.802,99.999,0.0,0.133,0.074,0.0582,12.244,0.1327,0.0
47.0,run_20260915_194945,,driving,driving,99.386,22.812,99.999,0.0,0.317,0.177,0.1221,12.366,0.135,0.0
48.0,run_20260915_194945,,driving,driving,99.373,22.827,99.999,0.0,0.415,0.231,0.2381,12.604,0.1379,0.0
49.0,run_20260915_194945,,driving,driving,99.361,22.838,99.999,0.0,0.319,0.178,0.1918,12.796,0.1405,0.0
50.0,run_20260915_194945,,driving,driving,99.351,22.841,99.999,0.0,0.117,0.065,0.1154,12.912,0.1428,0.0
51.0,run_20260915_194945,,driving,driving,99.342,22.842,99.999,0.0,0.06,0.033,0.0688,12.98,0.1448,0.0
52.0,run_20260915_194945,,driving,driving,99.334,22.842,99.999,0.0,0.002,0.001,0.0228,13.003,0.1465,0.0
53.0,run_20260915_194945,,driving,driving,99.326,22.842,99.999,0.0,0.027,0.015,0.0192,13.022,0.1483,0.0
54.0,run_20260915_194945,,driving,driving,99.317,22.848,99.998,0.0,0.201,0.112,0.065,13.087,0.1503,0.0
55.0,run_20260915_194945,,driving,driving,99.308,22.848,99.998,0.0,0.02,0.011,0.0449,13.132,0.1522,0.0
56.0,run_20260915_194945,,driving,driving,99.3,22.853,99.998,0.0,0.153,0.085,0.0383,13.171,0.154,0.0
57.0,run_20260915_194945,,driving,driving,99.291,22.858,99.998,0.0,0.165,0.092,0.0623,13.233,0.156,0.0
58.0,run_20260915_194945,,driving,driving,99.279,22.873,99.998,0.0,0.426,0.237,0.194,13.427,0.1587,0.0
59.0,run_20260915_194945,,driving,driving,99.268,22.875,99.998,0.0,0.099,0.055,0.1226,13.55,0.1609,0.0
60.0,run_20260915_194945,,driving,driving,99.26,22.875,99.998,0.0,0.008,0.005,0.0263,13.576,0.1627,0.0
61.0,run_20260915_194945,,driving,driving,99.252,22.877,99.998,0.0,0.08,0.045,0.0174,13.593,0.1645,0.0
62.0,run_20260915_194945,,driving,driving,99.241,22.891,99.998,0.0,0.408,0.227,0.1536,13.747,0.1669,0.0
63.0,run_20260915_194945,,driving,driving,99.229,22.903,99.998,0.0,0.356,0.198,0.2162,13.963,0.1697,0.0
64.0,run_20260915_194945,,loading,loading,99.218,22.902,99.998,0.0,0.0,0.0,0.1337,14.097,0.172,0.0
65.0,run_20260915_194945,,loading,loading,99.211,22.901,99.998,0.0,0.0,0.0,0.0,14.097,0.1737,0.0
66.0,run_20260915_194945,,loading,loading,99.203,22.9,99.998,0.0,0.0,0.0,0.0,14.097,0.1753,0.0
67.0,run_20260915_194945,,loading,loading,99.195,22.899,99.998,0.0,0.0,0.0,0.0,14.097,0.177,0.0
68.0,run_20260915_194945,,loading,loading,99.188,22.898,99.998,0.0,0.0,0.0,0.0,14.097,0.1787,0.0
69.0,run_20260915_194945,,loading,loading,99.18,22.897,99.998,0.0,0.0,0.0,0.0,14.097,0.1803,0.0
70.0,run_20260915_194945,,loading,loading,99.173,22.896,99.998,0.0,0.0,0.0,0.0,14.097,0.182,0.0
71.0,run_20260915_194945,,loading,loading,99.165,22.895,99.998,0.0,0.0,0.0,0.0,14.097,0.1837,0.0
72.0,run_20260915_194945,,loading,loading,99.158,22.894,99.998,0.0,0.0,0.0,0.0,14.097,0.1853,0.0
73.0,run_20260915_194945,,loading,loading,99.15,22.893,99.998,0.0,0.0,0.0,0.0,14.097,0.187,0.0
74.0,run_20260915_194945,,loading,loading,99.142,22.892,99.998,0.0,0.0,0.0,0.0,14.097,0.1887,0.0
75.0,run_20260915_194945,,loading,loading,99.135,22.891,99.998,0.0,0.0,0.0,0.0,14.097,0.1903,0.0
76.0,run_20260915_194945,,loading,loading,99.127,22.89,99.998,0.0,0.0,0.0,0.0,14.097,0.192,0.0
77.0,run_20260915_194945,,loading,loading,99.12,22.889,99.998,0.0,0.0,0.0,0.0,14.097,0.1937,0.0
78.0,run_20260915_194945,,loading,loading,99.112,22.888,99.998,0.0,0.0,0.0,0.0,14.097,0.1953,0.0
79.0,run_20260915_194945,,loading,loading,99.104,22.887,99.998,0.0,0.0,0.0,0.0,14.097,0.197,0.0
80.0,run_20260915_194945,,loading,loading,99.097,22.886,99.998,0.0,0.0,0.0,0.0,14.097,0.1987,0.0
81.0,run_20260915_194945,,loading,loading,99.089,22.885,99.998,0.0,0.0,0.0,0.0,14.097,0.2003,0.0
82.0,run_20260915_194945,,loading,loading,99.082,22.884,99.998,0.0,0.0,0.0,0.0,14.097,0.202,0.0
83.0,run_20260915_194945,,loading,loading,99.074,22.883,99.998,0.0,0.0,0.0,0.0,14.097,0.2037,0.0
84.0,run_20260915_194945,,loading,loading,99.067,22.882,99.998,0.0,0.0,0.0,0.0,14.097,0.2053,0.0
85.0,run_20260915_194945,,loading,loading,99.059,22.881,99.998,0.0,0.0,0.0,0.0,14.097,0.207,0.0
86.0,run_20260915_194945,,loading,loading,99.051,22.88,99.998,0.0,0.0,0.0,0.0,14.097,0.2087,0.0
87.0,run_20260915_194945,,loading,loading,99.044,22.88,99.998,0.0,0.0,0.0,0.0,14.097,0.2103,0.0
88.0,run_20260915_194945,,loading,loading,99.036,22.879,99.998,0.0,0.0,0.0,0.0,14.097,0.212,0.0
89.0,run_20260915_194945,,loading,loading,99.029,22.878,99.998,0.0,0.0,0.0,0.0,14.097,0.2137,0.0
90.0,run_20260915_194945,,loading,loading,99.021,22.877,99.998,0.0,0.0,0.0,0.0,14.097,0.2153,0.0
91.0,run_20260915_194945,,loading,loading,99.014,22.876,99.998,0.0,0.0,0.0,0.0,14.097,0.217,0.0
92.004,run_20260915_194945,,loading,loading,99.006,22.875,99.998,0.0,0.0,0.0,0.0,14.097,0.2187,0.0
93.0,run_20260915_194945,,loading,loading,98.998,22.874,99.998,0.0,0.0,0.0,0.0,14.097,0.2203,0.0
94.0,run_20260915_194945,,waiting,waiting,98.991,22.873,99.998,0.0,0.0,0.0,0.0,14.097,0.222,0.0
95.0,run_20260915_194945,,waiting,waiting,98.983,22.872,99.998,0.0,0.0,0.0,0.0,14.097,0.2237,0.0
96.0,run_20260915_194945,,driving,driving,98.975,22.871,99.998,0.0,0.0,0.0,0.0435,14.14,0.2256,0.0
97.0,run_20260915_194945,,driving,driving,98.966,22.881,99.998,0.0,0.288,0.161,0.0512,14.192,0.2275,0.0
98.0,run_20260915_194945,,driving,driving,98.95,22.911,99.998,0.0,0.849,0.473,0.3853,14.577,0.2311,0.0
99.0,run_20260915_194945,,driving,driving,98.931,22.943,99.998,0.0,0.881,0.491,0.4678,15.045,0.2351,0.0
100.0,run_20260915_194945,,driving,driving,98.912,22.975,99.998,0.0,0.897,0.5,0.5026,15.547,0.2393,0.0
101.0,run_20260915_194945,,driving,driving,98.893,23.007,99.998,0.0,0.897,0.5,0.5036,16.051,0.2434,0.0
102.0,run_20260915_194945,,driving,driving,98.875,23.038,99.998,0.0,0.883,0.492,0.4961,16.547,0.2476,0.0
103.0,run_20260915_194945,,driving,driving,98.856,23.07,99.997,0.0,0.891,0.496,0.5001,17.047,0.2518,0.0
104.0,run_20260915_194945,,driving,driving,98.837,23.102,99.997,0.0,0.892,0.497,0.4821,17.529,0.2558,0.0
105.0,run_20260915_194945,,driving,driving,98.818,23.133,99.997,0.0,0.881,0.491,0.4981,18.027,0.26,0.0
106.0,run_20260915_194945,,driving,driving,98.799,23.165,99.997,0.0,0.881,0.491,0.4908,18.518,0.2641,0.0
107.0,run_20260915_194945,,driving,driving,98.78,23.196,99.997,0.0,0.886,0.493,0.5029,19.021,0.2683,0.0
108.0,run_20260915_194945,,driving,driving,98.763,23.221,99.997,0.0,0.706,0.393,0.4296,19.451,0.2721,0.0
109.0,run_20260915_194945,,driving,driving,98.749,23.228,99.997,0.0,0.234,0.13,0.2822,19.733,0.2752,0.0
110.0,run_20260915_194945,,driving,driving,98.74,23.231,99.997,0.0,0.111,0.062,0.0472,19.78,0.2771,0.0
111.0,run_20260915_194945,,unloading,unloading,98.732,23.23,99.997,0.0,0.0,0.0,0.0214,19.801,0.2789,0.0
112.0,run_20260915_194945,,unloading,unloading,98.725,23.228,99.997,0.0,0.0,0.0,0.0,19.801,0.2805,0.0
113.0,run_20260915_194945,,unloading,unloading,98.717,23.227,99.997,0.0,0.0,0.0,0.0,19.801,0.2822,0.0
114.0,run_20260915_194945,,unloading,unloading,98.71,23.226,99.997,0.0,0.0,0.0,0.0,19.801,0.2839,0.0
115.0,run_20260915_194945,,unloading,unloading,98.702,23.224,99.997,0.0,0.0,0.0,0.0,19.801,0.2855,0.0
