ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260915_165041,,idle,idle,99.994,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0
5.0,run_20260915_165041,,idle,idle,99.986,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0
6.0,run_20260915_165041,,idle,idle,99.978,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0
7.0,run_20260915_165041,,idle,idle,99.971,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0
8.0,run_20260915_165041,,idle,idle,99.963,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0
9.0,run_20260915_165041,,idle,idle,99.956,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0
10.0,run_20260915_165041,,idle,idle,99.948,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0
11.0,run_20260915_165041,,idle,idle,99.941,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.0
12.0,run_20260915_165041,,idle,idle,99.933,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.0
13.0,run_20260915_165041,,driving,driving,99.921,22.03,100.0,0.0,0.824,0.459,0.183,0.183,0.0173,0.0
14.0,run_20260915_165041,,driving,driving,99.903,22.062,100.0,0.0,0.858,0.478,0.4707,0.654,0.0213,0.0
15.0,run_20260915_165041,,driving,driving,99.884,22.095,100.0,0.0,0.88,0.49,0.4978,1.152,0.0255,0.0
16.0,run_20260915_165041,,driving,driving,99.865,22.127,100.0,0.0,0.879,0.49,0.4998,1.651,0.0297,0.0
17.0,run_20260915_165041,,driving,driving,99.846,22.16,100.0,0.0,0.894,0.498,0.5019,2.153,0.0338,0.0
18.0,run_20260915_165041,,driving,driving,99.828,22.193,100.0,0.0,0.883,0.492,0.4813,2.635,0.0379,0.0
19.0,run_20260915_165041,,driving,driving,99.809,22.224,100.0,0.0,0.868,0.484,0.4951,3.13,0.042,0.0
20.0,run_20260915_165041,,driving,driving,99.79,22.256,100.0,0.0,0.857,0.478,0.4904,3.62,0.0462,0.0
21.0,run_20260915_165041,,driving,driving,99.772,22.287,99.999,0.0,0.848,0.473,0.4745,4.095,0.0502,0.0
22.0,run_20260915_165041,,driving,driving,99.753,22.319,99.999,0.0,0.885,0.493,0.4959,4.591,0.0544,0.0
23.0,run_20260915_165041,,driving,driving,99.734,22.352,99.999,0.0,0.888,0.495,0.4797,5.07,0.0584,0.0
24.0,run_20260915_165041,,driving,driving,99.716,22.384,99.999,0.0,0.882,0.491,0.4978,5.568,0.0626,0.0
25.0,run_20260915_165041,,driving,driving,99.697,22.416,99.999,0.0,0.884,0.492,0.4969,6.065,0.0667,0.0
26.004,run_20260915_165041,,driving,driving,99.678,22.449,99.999,0.0,0.897,0.5,0.4996,6.565,0.0709,0.0
27.0,run_20260915_165041,,driving,driving,99.659,22.482,99.999,0.0,0.888,0.495,0.4808,7.045,0.075,0.0
28.0,run_20260915_165041,,driving,driving,99.64,22.514,99.999,0.0,0.897,0.5,0.5017,7.547,0.0791,0.0
29.0,run_20260915_165041,,driving,driving,99.621,22.547,99.999,0.0,0.894,0.498,0.502,8.049,0.0833,0.0
30.0,run_20260915_165041,,driving,driving,99.602,22.579,99.999,0.0,0.89,0.496,0.5002,8.549,0.0875,0.0
31.0,run_20260915_165041,,driving,driving,99.584,22.611,99.999,0.0,0.888,0.495,0.4917,9.041,0.0916,0.0
32.0,run_20260915_165041,,driving,driving,99.565,22.643,99.999,0.0,0.864,0.482,0.4811,9.522,0.0957,0.0
33.0,run_20260915_165041,,driving,driving,99.546,22.673,99.999,0.0,0.848,0.472,0.4895,10.012,0.0998,0.0
34.0,run_20260915_165041,,driving,driving,99.527,22.705,99.999,0.0,0.889,0.495,0.4988,10.51,0.104,0.0
35.0,run_20260915_165041,,driving,driving,99.51,22.728,99.999,0.0,0.626,0.349,0.4253,10.936,0.1077,0.0
36.0,run_20260915_165041,,driving,driving,99.496,22.741,99.999,0.0,0.372,0.207,0.2998,11.235,0.1109,0.0
37.0,run_20260915_165041,,driving,driving,99.486,22.742,99.999,0.0,0.05,0.028,0.0817,11.317,0.113,0.0
38.0,run_20260915_165041,,loading,loading,99.479,22.741,99.999,0.0,0.0,0.0,0.0076,11.325,0.1147,0.0
39.0,run_20260915_165041,,loading,loading,99.471,22.74,99.999,0.0,0.0,0.0,0.0,11.325,0.1164,0.0
40.0,run_20260915_165041,,loading,loading,99.464,22.739,99.999,0.0,0.0,0.0,0.0,11.325,0.118,0.0
41.0,run_20260915_165041,,loading,loading,99.456,22.739,99.999,0.0,0.0,0.0,0.0,11.325,0.1197,0.0
42.0,run_20260915_165041,,loading,loading,99.448,22.738,99.999,0.0,0.0,0.0,0.0,11.325,0.1214,0.0
43.0,run_20260915_165041,,loading,loading,99.441,22.737,99.999,0.0,0.0,0.0,0.0,11.325,0.123,0.0
44.0,run_20260915_165041,,loading,loading,99.433,22.736,99.999,0.0,0.0,0.0,0.0,11.325,0.1247,0.0
45.0,run_20260915_165041,,loading,loading,99.426,22.735,99.999,0.0,0.0,0.0,0.0,11.325,0.1264,0.0
46.0,run_20260915_165041,,loading,loading,99.418,22.734,99.999,0.0,0.0,0.0,0.0,11.325,0.128,0.0
47.0,run_20260915_165041,,loading,loading,99.41,22.734,99.999,0.0,0.0,0.0,0.0,11.325,0.1297,0.0
48.0,run_20260915_165041,,loading,loading,99.403,22.733,99.999,0.0,0.0,0.0,0.0,11.325,0.1314,0.0
49.0,run_20260915_165041,,loading,loading,99.395,22.732,99.999,0.0,0.0,0.0,0.0,11.325,0.133,0.0
50.0,run_20260915_165041,,loading,loading,99.388,22.731,99.999,0.0,0.0,0.0,0.0,11.325,0.1347,0.0
51.0,run_20260915_165041,,loading,loading,99.38,22.73,99.999,0.0,0.0,0.0,0.0,11.325,0.1364,0.0
52.0,run_20260915_165041,,loading,loading,99.373,22.73,99.999,0.0,0.0,0.0,0.0,11.325,0.138,0.0
53.0,run_20260915_165041,,loading,loading,99.365,22.729,99.999,0.0,0.0,0.0,0.0,11.325,0.1397,0.0
54.0,run_20260915_165041,,loading,loading,99.357,22.728,99.999,0.0,0.0,0.0,0.0,11.325,0.1414,0.0
55.0,run_20260915_165041,,loading,loading,99.35,22.727,99.999,0.0,0.0,0.0,0.0,11.325,0.143,0.0
56.0,run_20260915_165041,,loading,loading,99.342,22.726,99.999,0.0,0.0,0.0,0.0,11.325,0.1447,0.0
57.0,run_20260915_165041,,loading,loading,99.335,22.726,99.999,0.0,0.0,0.0,0.0,11.325,0.1464,0.0
58.0,run_20260915_165041,,loading,loading,99.327,22.725,99.999,0.0,0.0,0.0,0.0,11.325,0.148,0.0
59.0,run_20260915_165041,,loading,loading,99.32,22.724,99.999,0.0,0.0,0.0,0.0,11.325,0.1497,0.0
60.0,run_20260915_165041,,loading,loading,99.312,22.723,99.998,0.0,0.0,0.0,0.0,11.325,0.1514,0.0
61.0,run_20260915_165041,,loading,loading,99.304,22.722,99.998,0.0,0.0,0.0,0.0,11.325,0.153,0.0
62.0,run_20260915_165041,,loading,loading,99.297,22.722,99.998,0.0,0.0,0.0,0.0,11.325,0.1547,0.0
63.0,run_20260915_165041,,loading,loading,99.289,22.721,99.998,0.0,0.0,0.0,0.0,11.325,0.1564,0.0
64.0,run_20260915_165041,,loading,loading,99.282,22.72,99.998,0.0,0.0,0.0,0.0,11.325,0.158,0.0
65.0,run_20260915_165041,,loading,loading,99.274,22.719,99.998,0.0,0.0,0.0,0.0,11.325,0.1597,0.0
66.0,run_20260915_165041,,loading,loading,99.267,22.718,99.998,0.0,0.0,0.0,0.0,11.325,0.1614,0.0
67.0,run_20260915_165041,,loading,loading,99.259,22.718,99.998,0.0,0.0,0.0,0.0,11.325,0.163,0.0
68.0,run_20260915_165041,,waiting,waiting,99.251,22.717,99.998,0.0,0.0,0.0,0.0,11.325,0.1647,0.0
69.0,run_20260915_165041,,driving,driving,99.243,22.725,99.998,0.0,0.235,0.131,0.0578,11.383,0.1666,0.0
70.0,run_20260915_165041,,driving,driving,99.234,22.725,99.998,0.0,0.016,0.009,0.0504,11.433,0.1686,0.0
71.0,run_20260915_165041,,driving,driving,99.222,22.751,99.998,0.0,0.723,0.403,0.1846,11.618,0.1712,0.0
72.0,run_20260915_165041,,driving,driving,99.204,22.782,99.998,0.0,0.877,0.489,0.4617,12.079,0.1751,0.0
73.0,run_20260915_165041,,driving,driving,99.185,22.814,99.998,0.0,0.871,0.485,0.4957,12.575,0.1793,0.0
74.0,run_20260915_165041,,driving,driving,99.166,22.846,99.998,0.0,0.897,0.5,0.5008,13.076,0.1834,0.0
75.0,run_20260915_165041,,driving,driving,99.147,22.878,99.998,0.0,0.897,0.5,0.4997,13.575,0.1876,0.0
76.004,run_20260915_165041,,driving,driving,99.128,22.91,99.998,0.0,0.891,0.497,0.5007,14.076,0.1918,0.0
77.0,run_20260915_165041,,driving,driving,99.11,22.942,99.998,0.0,0.881,0.491,0.4817,14.558,0.1959,0.0
78.0,run_20260915_165041,,driving,driving,99.091,22.974,99.998,0.0,0.897,0.5,0.5002,15.058,0.2,0.0
79.0,run_20260915_165041,,driving,driving,99.072,23.006,99.998,0.0,0.894,0.498,0.4987,15.557,0.2042,0.0
80.0,run_20260915_165041,,driving,driving,99.053,23.038,99.998,0.0,0.896,0.499,0.5004,16.057,0.2084,0.0
