ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260915_195424,,idle,idle,99.993,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0
5.0,run_20260915_195424,,idle,idle,99.985,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0
6.0,run_20260915_195424,,idle,idle,99.978,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0
7.0,run_20260915_195424,,idle,idle,99.97,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0
8.0,run_20260915_195424,,idle,idle,99.963,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0
9.0,run_20260915_195424,,idle,idle,99.955,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0
10.0,run_20260915_195424,,idle,idle,99.948,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0
11.0,run_20260915_195424,,idle,idle,99.94,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0
12.0,run_20260915_195424,,idle,idle,99.932,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0
13.0,run_20260915_195424,,driving,driving,99.923,22.018,100.0,0.0,0.481,0.268,0.0626,0.063,0.0169,0.0
14.0,run_20260915_195424,,driving,driving,99.906,22.05,100.0,0.0,0.869,0.484,0.441,0.504,0.0207,0.0
15.0,run_20260915_195424,,driving,driving,99.887,22.083,100.0,0.0,0.897,0.5,0.4959,0.999,0.0249,0.0
16.0,run_20260915_195424,,driving,driving,99.868,22.116,100.0,0.0,0.879,0.49,0.502,1.501,0.029,0.0
17.0,run_20260915_195424,,driving,driving,99.849,22.149,100.0,0.0,0.897,0.5,0.5023,2.004,0.0332,0.0
18.0,run_20260915_195424,,driving,driving,99.83,22.181,100.0,0.0,0.891,0.496,0.4833,2.487,0.0373,0.0
19.0,run_20260915_195424,,driving,driving,99.812,22.214,100.0,0.0,0.894,0.498,0.4975,2.985,0.0415,0.0
20.0,run_20260915_195424,,driving,driving,99.793,22.246,100.0,0.0,0.873,0.486,0.4955,3.48,0.0456,0.0
21.0,run_20260915_195424,,driving,driving,99.774,22.279,100.0,0.0,0.884,0.493,0.4983,3.978,0.0498,0.0
22.0,run_20260915_195424,,driving,driving,99.755,22.311,99.999,0.0,0.877,0.488,0.4966,4.475,0.0539,0.0
23.0,run_20260915_195424,,driving,driving,99.736,22.344,99.999,0.0,0.893,0.497,0.4799,4.955,0.058,0.0
24.0,run_20260915_195424,,driving,driving,99.718,22.376,99.999,0.0,0.892,0.497,0.5001,5.455,0.0621,0.0
25.0,run_20260915_195424,,driving,driving,99.699,22.409,99.999,0.0,0.896,0.499,0.5015,5.956,0.0663,0.0
26.0,run_20260915_195424,,driving,driving,99.68,22.442,99.999,0.0,0.897,0.5,0.5019,6.458,0.0705,0.0
27.0,run_20260915_195424,,driving,driving,99.661,22.474,99.999,0.0,0.878,0.489,0.481,6.939,0.0746,0.0
28.0,run_20260915_195424,,driving,driving,99.642,22.506,99.999,0.0,0.883,0.492,0.5003,7.44,0.0787,0.0
