ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
3.0,run_20260917_170536,,idle,idle,50.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,run_20260917_170536,,idle,idle,49.992,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0
5.0,run_20260917_170536,,idle,idle,49.985,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0
6.0,run_20260917_170536,,idle,idle,49.977,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0
7.0,run_20260917_170536,,idle,idle,49.97,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0
8.0,run_20260917_170536,,idle,idle,49.962,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0
9.0,run_20260917_170536,,idle,idle,49.955,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
10.0,run_20260917_170536,,waiting,waiting,49.947,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0
11.0,run_20260917_170536,,waiting,waiting,49.939,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0
12.0,run_20260917_170536,,waiting,waiting,49.932,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0
13.0,run_20260917_170536,,waiting,waiting,49.924,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0
14.0,run_20260917_170536,,waiting,waiting,49.917,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0
15.0,run_20260917_170536,,driving,driving,49.908,22.01,100.0,0.0,0.282,0.157,0.0264,0.026,0.0201,0.0
16.0,run_20260917_170536,,driving,driving,49.892,22.042,100.0,0.0,0.85,0.474,0.3939,0.42,0.0238,0.0
17.0,run_20260917_170536,,driving,driving,49.873,22.075,100.0,0.0,0.891,0.496,0.4842,0.905,0.0279,0.0
18.0,run_20260917_170536,,driving,driving,49.855,22.107,100.0,0.0,0.879,0.49,0.4807,1.385,0.0319,0.0
19.0,run_20260917_170536,,driving,driving,49.836,22.14,100.0,0.0,0.896,0.499,0.5001,1.885,0.0361,0.0
20.0,run_20260917_170536,,driving,driving,49.817,22.172,100.0,0.0,0.873,0.486,0.4981,2.383,0.0403,0.0
21.0,run_20260917_170536,,driving,driving,49.798,22.205,100.0,0.0,0.891,0.497,0.4973,2.881,0.0444,0.0
22.0,run_20260917_170536,,driving,driving,49.779,22.238,100.0,0.0,0.881,0.491,0.4879,3.369,0.0485,0.0
23.0,run_20260917_170536,,driving,driving,49.761,22.268,99.999,0.0,0.825,0.459,0.4649,3.834,0.0525,0.0
24.0,run_20260917_170536,,driving,driving,49.743,22.3,99.999,0.0,0.874,0.487,0.465,4.299,0.0565,0.0
25.0,run_20260917_170536,,driving,driving,49.725,22.332,99.999,0.0,0.886,0.493,0.4858,4.784,0.0606,0.0
26.0,run_20260917_170536,,driving,driving,49.706,22.365,99.999,0.0,0.893,0.498,0.4933,5.278,0.0647,0.0
27.0,run_20260917_170536,,driving,driving,49.687,22.398,99.999,0.0,0.889,0.495,0.4844,5.762,0.0688,0.0
28.0,run_20260917_170536,,driving,driving,49.669,22.43,99.999,0.0,0.882,0.491,0.4837,6.246,0.0729,0.0
29.0,run_20260917_170536,,driving,driving,49.65,22.462,99.999,0.0,0.875,0.487,0.4926,6.738,0.077,0.0
30.0,run_20260917_170536,,driving,driving,49.631,22.494,99.999,0.0,0.897,0.5,0.5018,7.24,0.0812,0.0
31.0,run_20260917_170536,,driving,driving,49.612,22.527,99.999,0.0,0.897,0.5,0.5039,7.744,0.0854,0.0
32.0,run_20260917_170536,,driving,driving,49.593,22.56,99.999,0.0,0.897,0.5,0.4843,8.228,0.0895,0.0
33.0,run_20260917_170536,,driving,driving,49.574,22.592,99.999,0.0,0.897,0.5,0.5025,8.731,0.0937,0.0
34.004,run_20260917_170536,,driving,driving,49.555,22.625,99.999,0.0,0.897,0.5,0.5028,9.234,0.0978,0.0
35.0,run_20260917_170536,,driving,driving,49.536,22.657,99.999,0.0,0.897,0.5,0.5003,9.734,0.102,0.0
36.0,run_20260917_170536,,driving,driving,49.518,22.69,99.999,0.0,0.897,0.5,0.4843,10.218,0.1061,0.0
37.0,run_20260917_170536,,driving,driving,49.499,22.722,99.999,0.0,0.897,0.5,0.5012,10.72,0.1103,0.0
38.0,run_20260917_170536,,driving,driving,49.48,22.755,99.999,0.0,0.897,0.5,0.5022,11.222,0.1144,0.0
