ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
5.0,run_20260917_184438,,idle,idle,29.997,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0
6.0,run_20260917_184438,,idle,idle,29.989,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0
7.0,run_20260917_184438,,idle,idle,29.982,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
8.0,run_20260917_184438,,idle,idle,29.974,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0
9.0,run_20260917_184438,,idle,idle,29.967,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0
10.0,run_20260917_184438,,idle,idle,29.959,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0
11.0,run_20260917_184438,,waiting,waiting,29.951,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0
12.0,run_20260917_184438,,waiting,waiting,29.944,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0
13.0,run_20260917_184438,,waiting,waiting,29.936,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0
14.0,run_20260917_184438,,waiting,waiting,29.929,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0
15.0,run_20260917_184438,,driving,driving,29.921,22.01,100.0,0.0,0.269,0.15,0.0216,0.022,0.0174,0.0
16.0,run_20260917_184438,,driving,driving,29.905,22.041,100.0,0.0,0.852,0.475,0.3742,0.396,0.021,0.0
17.0,run_20260917_184438,,driving,driving,29.886,22.074,100.0,0.0,0.877,0.489,0.4847,0.88,0.0251,0.0
18.0,run_20260917_184438,,driving,driving,29.868,22.106,100.0,0.0,0.874,0.487,0.4808,1.361,0.0291,0.0
19.0,run_20260917_184438,,driving,driving,29.849,22.139,100.0,0.0,0.888,0.495,0.4988,1.86,0.0333,0.0
20.0,run_20260917_184438,,driving,driving,29.83,22.17,100.0,0.0,0.853,0.475,0.4983,2.358,0.0375,0.0
21.0,run_20260917_184438,,driving,driving,29.811,22.203,100.0,0.0,0.887,0.494,0.4918,2.85,0.0416,0.0
22.0,run_20260917_184438,,driving,driving,29.792,22.235,100.0,0.0,0.866,0.483,0.4872,3.337,0.0457,0.0
23.0,run_20260917_184438,,driving,driving,29.774,22.265,100.0,0.0,0.831,0.463,0.4568,3.794,0.0496,0.0
24.0,run_20260917_184438,,driving,driving,29.756,22.298,99.999,0.0,0.897,0.5,0.49,4.284,0.0538,0.0
25.0,run_20260917_184438,,driving,driving,29.737,22.331,99.999,0.0,0.897,0.5,0.4901,4.774,0.0579,0.0
26.0,run_20260917_184438,,driving,driving,29.718,22.364,99.999,0.0,0.896,0.499,0.501,5.275,0.062,0.0
27.0,run_20260917_184438,,driving,driving,29.699,22.397,99.999,0.0,0.895,0.498,0.4826,5.758,0.0661,0.0
28.0,run_20260917_184438,,driving,driving,29.681,22.428,99.999,0.0,0.869,0.484,0.491,6.249,0.0703,0.0
29.0,run_20260917_184438,,driving,driving,29.662,22.461,99.999,0.0,0.892,0.497,0.4979,6.747,0.0744,0.0
30.0,run_20260917_184438,,driving,driving,29.643,22.493,99.999,0.0,0.896,0.499,0.5027,7.249,0.0786,0.0
31.0,run_20260917_184438,,driving,driving,29.624,22.526,99.999,0.0,0.897,0.5,0.5031,7.753,0.0828,0.0
32.0,run_20260917_184438,,driving,driving,29.605,22.559,99.999,0.0,0.897,0.5,0.4853,8.238,0.0869,0.0
33.0,run_20260917_184438,,driving,driving,29.586,22.591,99.999,0.0,0.896,0.499,0.5034,8.741,0.091,0.0
34.0,run_20260917_184438,,driving,driving,29.567,22.624,99.999,0.0,0.897,0.5,0.5027,9.244,0.0952,0.0
35.0,run_20260917_184438,,driving,driving,29.548,22.656,99.999,0.0,0.897,0.5,0.5034,9.747,0.0994,0.0
36.0,run_20260917_184438,,driving,driving,29.53,22.689,99.999,0.0,0.89,0.496,0.4839,10.231,0.1035,0.0
37.0,run_20260917_184438,,driving,driving,29.511,22.721,99.999,0.0,0.893,0.497,0.4912,10.723,0.1076,0.0
38.0,run_20260917_184438,,driving,driving,29.492,22.753,99.999,0.0,0.892,0.497,0.5025,11.225,0.1118,0.0
39.0,run_20260917_184438,,driving,driving,29.473,22.785,99.999,0.0,0.895,0.499,0.5012,11.726,0.116,0.0
40.0,run_20260917_184438,,driving,driving,29.454,22.818,99.999,0.0,0.897,0.5,0.5026,12.229,0.1202,0.0
41.0,run_20260917_184438,,driving,driving,29.435,22.85,99.999,0.0,0.886,0.494,0.4824,12.711,0.1242,0.0
42.0,run_20260917_184438,,driving,driving,29.416,22.881,99.999,0.0,0.888,0.495,0.4983,13.21,0.1284,0.0
43.0,run_20260917_184438,,driving,driving,29.397,22.913,99.999,0.0,0.88,0.49,0.5007,13.71,0.1326,0.0
44.0,run_20260917_184438,,driving,driving,29.379,22.944,99.999,0.0,0.864,0.481,0.5,14.21,0.1367,0.0
