ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
3.0,run_20260920_105833,,idle,idle,29.996,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0
4.0,run_20260920_105833,,idle,idle,29.989,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
5.0,run_20260920_105833,,idle,idle,29.981,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0
6.0,run_20260920_105833,,idle,idle,29.973,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0
7.0,run_20260920_105833,,idle,idle,29.966,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0
8.0,run_20260920_105833,,idle,idle,29.958,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0
9.0,run_20260920_105833,,waiting,waiting,29.951,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0
10.0,run_20260920_105833,,waiting,waiting,29.943,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0
11.0,run_20260920_105833,,driving,driving,29.936,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0
12.0,run_20260920_105833,,driving,driving,29.922,22.032,100.0,0.0,0.874,0.487,0.2696,0.27,0.0172,0.0
13.0,run_20260920_105833,,driving,driving,29.903,22.065,100.0,0.0,0.895,0.498,0.4823,0.752,0.0213,0.0
14.0,run_20260920_105833,,driving,driving,29.885,22.098,100.0,0.0,0.893,0.498,0.479,1.231,0.0253,0.0
15.0,run_20260920_105833,,driving,driving,29.866,22.131,100.0,0.0,0.895,0.499,0.5006,1.731,0.0295,0.0
16.0,run_20260920_105833,,driving,driving,29.847,22.164,100.0,0.0,0.89,0.496,0.5018,2.233,0.0337,0.0
17.0,run_20260920_105833,,driving,driving,29.828,22.197,100.0,0.0,0.894,0.498,0.4982,2.731,0.0378,0.0
18.0,run_20260920_105833,,driving,driving,29.81,22.228,100.0,0.0,0.851,0.474,0.4753,3.207,0.0419,0.0
19.0,run_20260920_105833,,driving,driving,29.791,22.259,100.0,0.0,0.838,0.467,0.4917,3.698,0.046,0.0
20.0,run_20260920_105833,,driving,driving,29.772,22.292,99.999,0.0,0.89,0.496,0.4871,4.186,0.0501,0.0
21.0,run_20260920_105833,,driving,driving,29.754,22.322,99.999,0.0,0.834,0.465,0.4878,4.673,0.0542,0.0
22.0,run_20260920_105833,,driving,driving,29.735,22.355,99.999,0.0,0.895,0.499,0.4982,5.172,0.0584,0.0
