ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
3.0,run_20260915_200056,,idle,idle,99.997,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0
4.0,run_20260915_200056,,idle,idle,99.989,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0
5.0,run_20260915_200056,,idle,idle,99.981,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0
6.0,run_20260915_200056,,idle,idle,99.974,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0
7.0,run_20260915_200056,,idle,idle,99.966,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0
8.0,run_20260915_200056,,idle,idle,99.959,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0
9.0,run_20260915_200056,,idle,idle,99.951,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0
10.0,run_20260915_200056,,idle,idle,99.944,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0
11.0,run_20260915_200056,,idle,idle,99.936,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0
12.0,run_20260915_200056,,idle,idle,99.928,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0
13.0,run_20260915_200056,,driving,driving,99.919,22.02,100.0,0.0,0.527,0.294,0.0597,0.06,0.0177,0.0
14.0,run_20260915_200056,,driving,driving,99.902,22.052,100.0,0.0,0.87,0.485,0.4446,0.504,0.0216,0.0
15.0,run_20260915_200056,,driving,driving,99.883,22.085,100.0,0.0,0.897,0.5,0.498,1.002,0.0258,0.0
16.0,run_20260915_200056,,driving,driving,99.864,22.118,100.0,0.0,0.893,0.498,0.5015,1.504,0.0299,0.0
17.004,run_20260915_200056,,driving,driving,99.845,22.151,100.0,0.0,0.896,0.499,0.503,2.007,0.0341,0.0
18.0,run_20260915_200056,,driving,driving,99.826,22.184,100.0,0.0,0.891,0.497,0.4818,2.489,0.0382,0.0
19.0,run_20260915_200056,,driving,driving,99.808,22.215,100.0,0.0,0.846,0.471,0.4951,2.984,0.0423,0.0
20.0,run_20260915_200056,,driving,driving,99.789,22.246,100.0,0.0,0.857,0.477,0.4958,3.479,0.0465,0.0
21.0,run_20260915_200056,,driving,driving,99.77,22.278,99.999,0.0,0.861,0.48,0.4844,3.964,0.0506,0.0
22.0,run_20260915_200056,,driving,driving,99.751,22.31,99.999,0.0,0.871,0.485,0.4936,4.457,0.0547,0.0
23.0,run_20260915_200056,,driving,driving,99.733,22.343,99.999,0.0,0.897,0.5,0.4824,4.94,0.0588,0.0
24.0,run_20260915_200056,,driving,driving,99.714,22.375,99.999,0.0,0.877,0.489,0.4969,5.437,0.0629,0.0
25.0,run_20260915_200056,,driving,driving,99.695,22.406,99.999,0.0,0.856,0.477,0.4923,5.929,0.0671,0.0
26.0,run_20260915_200056,,driving,driving,99.677,22.438,99.999,0.0,0.891,0.497,0.4722,6.401,0.0711,0.0
27.0,run_20260915_200056,,driving,driving,99.658,22.471,99.999,0.0,0.897,0.5,0.4852,6.886,0.0752,0.0
28.0,run_20260915_200056,,driving,driving,99.639,22.504,99.999,0.0,0.897,0.5,0.5028,7.389,0.0794,0.0
29.0,run_20260915_200056,,driving,driving,99.62,22.536,99.999,0.0,0.897,0.5,0.5035,7.893,0.0835,0.0
30.0,run_20260915_200056,,driving,driving,99.601,22.569,99.999,0.0,0.897,0.5,0.5036,8.396,0.0877,0.0
31.0,run_20260915_200056,,driving,driving,99.582,22.602,99.999,0.0,0.897,0.5,0.503,8.899,0.0919,0.0
32.0,run_20260915_200056,,driving,driving,99.564,22.634,99.999,0.0,0.897,0.5,0.4855,9.385,0.096,0.0
33.0,run_20260915_200056,,driving,driving,99.545,22.667,99.999,0.0,0.897,0.5,0.5032,9.888,0.1002,0.0
34.0,run_20260915_200056,,driving,driving,99.526,22.699,99.999,0.0,0.895,0.499,0.5027,10.391,0.1044,0.0
35.004,run_20260915_200056,,driving,driving,99.507,22.731,99.999,0.0,0.878,0.489,0.4978,10.889,0.1085,0.0
36.0,run_20260915_200056,,driving,driving,99.488,22.763,99.999,0.0,0.896,0.499,0.4832,11.372,0.1126,0.0
37.0,run_20260915_200056,,driving,driving,99.469,22.795,99.999,0.0,0.892,0.497,0.5012,11.873,0.1168,0.0
38.0,run_20260915_200056,,driving,driving,99.451,22.827,99.999,0.0,0.879,0.49,0.4779,12.351,0.1208,0.0
39.0,run_20260915_200056,,driving,driving,99.432,22.859,99.999,0.0,0.885,0.493,0.4995,12.85,0.125,0.0
40.0,run_20260915_200056,,driving,driving,99.413,22.89,99.999,0.0,0.874,0.487,0.499,13.349,0.1292,0.0
41.0,run_20260915_200056,,driving,driving,99.395,22.922,99.999,0.0,0.897,0.5,0.4686,13.818,0.1332,0.0
42.0,run_20260915_200056,,driving,driving,99.376,22.955,99.999,0.0,0.897,0.5,0.5019,14.32,0.1373,0.0
43.0,run_20260915_200056,,driving,driving,99.358,22.978,99.999,0.0,0.652,0.363,0.4424,14.762,0.1412,0.0
44.0,run_20260915_200056,,driving,driving,99.345,22.977,99.999,0.0,0.0,0.0,0.2228,14.985,0.144,0.0
45.0,run_20260915_200056,,loading,loading,99.338,22.976,99.999,0.0,0.0,0.0,0.0,14.985,0.1457,0.0
46.0,run_20260915_200056,,loading,loading,99.33,22.974,99.999,0.0,0.0,0.0,0.0,14.985,0.1473,0.0
47.0,run_20260915_200056,,loading,loading,99.323,22.973,99.999,0.0,0.0,0.0,0.0,14.985,0.149,0.0
48.0,run_20260915_200056,,loading,loading,99.315,22.972,99.998,0.0,0.0,0.0,0.0,14.985,0.1507,0.0
49.0,run_20260915_200056,,loading,loading,99.308,22.971,99.998,0.0,0.0,0.0,0.0,14.985,0.1523,0.0
50.0,run_20260915_200056,,loading,loading,99.3,22.97,99.998,0.0,0.0,0.0,0.0,14.985,0.154,0.0
51.0,run_20260915_200056,,loading,loading,99.292,22.969,99.998,0.0,0.0,0.0,0.0,14.985,0.1557,0.0
52.0,run_20260915_200056,,loading,loading,99.285,22.968,99.998,0.0,0.0,0.0,0.0,14.985,0.1573,0.0
53.0,run_20260915_200056,,loading,loading,99.277,22.967,99.998,0.0,0.0,0.0,0.0,14.985,0.159,0.0
54.0,run_20260915_200056,,loading,loading,99.27,22.966,99.998,0.0,0.0,0.0,0.0,14.985,0.1607,0.0
55.0,run_20260915_200056,,loading,loading,99.262,22.965,99.998,0.0,0.0,0.0,0.0,14.985,0.1623,0.0
