ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260915_164716,,idle,idle,99.995,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0
5.0,run_20260915_164716,,idle,idle,99.988,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0
6.0,run_20260915_164716,,idle,idle,99.98,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0
7.0,run_20260915_164716,,idle,idle,99.972,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0
8.0,run_20260915_164716,,idle,idle,99.965,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0
9.0,run_20260915_164716,,idle,idle,99.957,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0
10.0,run_20260915_164716,,idle,idle,99.95,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0
11.0,run_20260915_164716,,driving,driving,99.94,22.022,100.0,0.0,0.587,0.327,0.0878,0.088,0.0132,0.0
12.0,run_20260915_164716,,driving,driving,99.922,22.053,100.0,0.0,0.846,0.471,0.4751,0.563,0.0172,0.0
13.0,run_20260915_164716,,driving,driving,99.903,22.085,100.0,0.0,0.86,0.479,0.4941,1.057,0.0214,0.0
14.0,run_20260915_164716,,driving,driving,99.884,22.118,100.0,0.0,0.887,0.494,0.4805,1.537,0.0254,0.0
15.0,run_20260915_164716,,driving,driving,99.865,22.151,100.0,0.0,0.897,0.5,0.5022,2.04,0.0296,0.0
16.0,run_20260915_164716,,driving,driving,99.846,22.184,100.0,0.0,0.897,0.5,0.5015,2.541,0.0338,0.0
17.0,run_20260915_164716,,driving,driving,99.828,22.215,100.0,0.0,0.86,0.479,0.4896,3.031,0.0379,0.0
18.0,run_20260915_164716,,driving,driving,99.809,22.247,100.0,0.0,0.874,0.487,0.4895,3.52,0.042,0.0
19.0,run_20260915_164716,,driving,driving,99.791,22.279,100.0,0.0,0.866,0.482,0.4723,3.992,0.046,0.0
20.0,run_20260915_164716,,driving,driving,99.772,22.311,99.999,0.0,0.883,0.492,0.4879,4.48,0.0501,0.0
21.0,run_20260915_164716,,driving,driving,99.753,22.344,99.999,0.0,0.875,0.488,0.497,4.977,0.0543,0.0
22.0,run_20260915_164716,,driving,driving,99.734,22.376,99.999,0.0,0.891,0.496,0.4909,5.468,0.0584,0.0
23.0,run_20260915_164716,,driving,driving,99.716,22.409,99.999,0.0,0.895,0.499,0.4826,5.951,0.0625,0.0
24.0,run_20260915_164716,,driving,driving,99.697,22.441,99.999,0.0,0.896,0.499,0.4999,6.451,0.0667,0.0
25.0,run_20260915_164716,,driving,driving,99.678,22.474,99.999,0.0,0.887,0.494,0.5011,6.952,0.0708,0.0
26.0,run_20260915_164716,,driving,driving,99.659,22.506,99.999,0.0,0.878,0.489,0.5007,7.453,0.075,0.0
27.0,run_20260915_164716,,driving,driving,99.641,22.537,99.999,0.0,0.869,0.484,0.4818,7.934,0.0791,0.0
28.0,run_20260915_164716,,driving,driving,99.622,22.57,99.999,0.0,0.894,0.498,0.4934,8.428,0.0832,0.0
29.0,run_20260915_164716,,driving,driving,99.603,22.602,99.999,0.0,0.897,0.5,0.4969,8.925,0.0874,0.0
30.0,run_20260915_164716,,driving,driving,99.584,22.633,99.999,0.0,0.844,0.471,0.4923,9.417,0.0915,0.0
31.0,run_20260915_164716,,driving,driving,99.565,22.665,99.999,0.0,0.893,0.497,0.4926,9.91,0.0956,0.0
32.0,run_20260915_164716,,driving,driving,99.547,22.698,99.999,0.0,0.896,0.499,0.4855,10.395,0.0997,0.0
33.0,run_20260915_164716,,driving,driving,99.529,22.723,99.999,0.0,0.687,0.383,0.4579,10.853,0.1037,0.0
34.0,run_20260915_164716,,driving,driving,99.514,22.735,99.999,0.0,0.37,0.206,0.3159,11.169,0.1069,0.0
35.0,run_20260915_164716,,driving,driving,99.504,22.736,99.999,0.0,0.04,0.022,0.0953,11.264,0.1091,0.0
36.0,run_20260915_164716,,loading,loading,99.497,22.735,99.999,0.0,0.0,0.0,0.0053,11.269,0.1108,0.0
37.0,run_20260915_164716,,loading,loading,99.489,22.734,99.999,0.0,0.0,0.0,0.0,11.269,0.1124,0.0
38.0,run_20260915_164716,,loading,loading,99.481,22.734,99.999,0.0,0.0,0.0,0.0,11.269,0.1141,0.0
39.0,run_20260915_164716,,loading,loading,99.474,22.733,99.999,0.0,0.0,0.0,0.0,11.269,0.1158,0.0
40.0,run_20260915_164716,,loading,loading,99.466,22.732,99.999,0.0,0.0,0.0,0.0,11.269,0.1174,0.0
41.0,run_20260915_164716,,loading,loading,99.459,22.731,99.999,0.0,0.0,0.0,0.0,11.269,0.1191,0.0
42.0,run_20260915_164716,,loading,loading,99.451,22.73,99.999,0.0,0.0,0.0,0.0,11.269,0.1208,0.0
43.0,run_20260915_164716,,loading,loading,99.444,22.73,99.999,0.0,0.0,0.0,0.0,11.269,0.1224,0.0
44.0,run_20260915_164716,,loading,loading,99.436,22.729,99.999,0.0,0.0,0.0,0.0,11.269,0.1241,0.0
45.0,run_20260915_164716,,loading,loading,99.428,22.728,99.999,0.0,0.0,0.0,0.0,11.269,0.1258,0.0
46.0,run_20260915_164716,,loading,loading,99.421,22.727,99.999,0.0,0.0,0.0,0.0,11.269,0.1274,0.0
47.0,run_20260915_164716,,loading,loading,99.413,22.726,99.999,0.0,0.0,0.0,0.0,11.269,0.1291,0.0
48.0,run_20260915_164716,,loading,loading,99.406,22.726,99.999,0.0,0.0,0.0,0.0,11.269,0.1308,0.0
49.0,run_20260915_164716,,loading,loading,99.398,22.725,99.999,0.0,0.0,0.0,0.0,11.269,0.1324,0.0
50.0,run_20260915_164716,,loading,loading,99.391,22.724,99.999,0.0,0.0,0.0,0.0,11.269,0.1341,0.0
51.0,run_20260915_164716,,loading,loading,99.383,22.723,99.999,0.0,0.0,0.0,0.0,11.269,0.1358,0.0
52.008,run_20260915_164716,,loading,loading,99.375,22.722,99.999,0.0,0.0,0.0,0.0,11.269,0.1374,0.0
53.0,run_20260915_164716,,loading,loading,99.368,22.722,99.999,0.0,0.0,0.0,0.0,11.269,0.1391,0.0
54.0,run_20260915_164716,,loading,loading,99.36,22.721,99.999,0.0,0.0,0.0,0.0,11.269,0.1408,0.0
55.0,run_20260915_164716,,loading,loading,99.353,22.72,99.999,0.0,0.0,0.0,0.0,11.269,0.1424,0.0
56.0,run_20260915_164716,,loading,loading,99.345,22.719,99.999,0.0,0.0,0.0,0.0,11.269,0.1441,0.0
