sim_time_s,section_id,status,factory_time_s,produced_total,picked_total,buffer_units,buffer_capacity,buffer_fill,rate_actual_per_hour,health_percent,time_to_full_s,fault_remaining_s,faults_total,lost_units,blocked_time_s
1.45,C,RUNNING,0.0,0,0,0,3,0.0,5.0,100.0,2116.2601,0.0,0,0.0,0.0
2.0,C,RUNNING,0.552,0,0,0,3,0.0,5.0,100.0,2115.7081,0.0,0,0.0,0.0
3.0,C,RUNNING,1.552,0,0,0,3,0.0,5.0,100.0,2114.7081,0.0,0,0.0,0.0
4.0,C,RUNNING,2.552,0,0,0,3,0.0,5.0,100.0,2113.7081,0.0,0,0.0,0.0
5.0,C,RUNNING,3.552,0,0,0,3,0.0,5.0,100.0,2112.7081,0.0,0,0.0,0.0
6.0,C,RUNNING,4.552,0,0,0,3,0.0,5.0,100.0,2111.7081,0.0,0,0.0,0.0
7.0,C,RUNNING,5.552,0,0,0,3,0.0,5.0,100.0,2110.7081,0.0,0,0.0,0.0
8.0,C,RUNNING,6.552,0,0,0,3,0.0,5.0,100.0,2109.7081,0.0,0,0.0,0.0
9.0,C,RUNNING,7.552,0,0,0,3,0.0,5.0,100.0,2108.7081,0.0,0,0.0,0.0
10.0,C,RUNNING,8.552,0,0,0,3,0.0,5.0,100.0,2107.7081,0.0,0,0.0,0.0
11.0,C,RUNNING,9.552,0,0,0,3,0.0,5.0,100.0,2106.7081,0.0,0,0.0,0.0
12.0,C,RUNNING,10.552,0,0,0,3,0.0,5.0,100.0,2105.7081,0.0,0,0.0,0.0
13.0,C,RUNNING,11.552,0,0,0,3,0.0,5.0,100.0,2104.7081,0.0,0,0.0,0.0
14.0,C,RUNNING,12.552,0,0,0,3,0.0,5.0,100.0,2103.7081,0.0,0,0.0,0.0
15.0,C,RUNNING,13.552,0,0,0,3,0.0,5.0,100.0,2102.7081,0.0,0,0.0,0.0
16.0,C,RUNNING,14.552,0,0,0,3,0.0,5.0,100.0,2101.7081,0.0,0,0.0,0.0
