seq,action,target,phase,detail,sim_start_s,duration_s,predicted_duration_s,distance_m,predicted_distance_m,energy_wh,predicted_energy_wh,charged_wh,predicted_charged_wh,battery_start_percent,battery_end_percent,predicted_battery_end_percent,payload_kg,units,location,recovery
1,PICKUP,B,SUCCEEDED,"took 5 units (2.00 kg), 0 left",11.44,62.8,68.92,14.944,15.18,0.1797,0.1908,0.0,0.0,29.942,29.125,29.075,2.0,5,B,
2,DELIVER,delivery,SUCCEEDED,delivered 5 units,74.25,56.67,56.31,10.165,10.26,0.1678,0.1689,0.0,0.0,29.125,28.363,28.357,0.0,5,delivery,
3,PICKUP,A,SUCCEEDED,"took 4 units (2.00 kg), 0 left",130.92,53.5,55.67,9.838,10.01,0.1392,0.1428,0.0,0.0,28.363,27.73,27.714,2.0,4,A,
4,DELIVER,delivery,SUCCEEDED,delivered 4 units,184.42,56.17,55.67,9.867,10.01,0.1656,0.1661,0.0,0.0,27.73,26.977,26.975,0.0,4,delivery,
5,PICKUP,B,SUCCEEDED,"took 3 units (1.20 kg), 0 left",240.6,53.42,56.31,10.046,10.26,0.1403,0.1451,0.0,0.0,26.977,26.34,26.317,1.2,3,B,
6,DELIVER,delivery,SUCCEEDED,delivered 3 units,294.02,56.78,56.31,10.313,10.26,0.1594,0.1595,0.0,0.0,26.34,25.615,25.615,0.0,3,delivery,
7,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",350.82,47.8,46.15,6.336,6.3,0.1118,0.1085,0.0,0.0,25.615,25.107,25.122,1.5,1,C,
8,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",398.66,65.22,69.9,15.382,15.56,0.2126,0.2217,0.0,0.0,25.107,24.14,24.099,2.5,2,A,
9,DELIVER,delivery,SUCCEEDED,delivered 3 units,463.89,56.11,55.67,9.891,10.01,0.1738,0.1724,0.0,0.0,24.14,23.35,23.356,0.0,3,delivery,
10,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",520.01,53.32,56.31,10.039,10.26,0.139,0.1456,0.0,0.0,23.35,22.718,22.688,0.8,2,B,
11,DELIVER,delivery,SUCCEEDED,delivered 2 units,573.34,56.57,56.31,10.089,10.26,0.1538,0.1553,0.0,0.0,22.718,22.019,22.012,0.0,2,delivery,
12,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",629.92,53.34,55.67,9.799,10.01,0.1397,0.1434,0.0,0.0,22.019,21.385,21.367,0.5,1,A,
13,DELIVER,delivery,SUCCEEDED,delivered 1 units,683.26,55.84,55.67,9.86,10.01,0.1491,0.1493,0.0,0.0,21.385,20.707,20.706,0.0,1,delivery,
14,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",739.1,53.37,55.67,9.839,10.01,0.1383,0.1435,0.0,0.0,20.707,20.078,20.055,0.5,1,A,
15,DELIVER,delivery,SUCCEEDED,delivered 1 units,792.48,56.18,55.67,9.886,10.01,0.1493,0.1494,0.0,0.0,20.078,19.399,19.399,0.0,1,delivery,
16,PICKUP,B,SUCCEEDED,"took 3 units (1.20 kg), 0 left",848.67,53.47,56.31,10.069,10.26,0.1412,0.1459,0.0,0.0,19.399,18.758,18.736,1.2,3,B,
17,DELIVER,delivery,SUCCEEDED,delivered 3 units,902.15,56.92,56.31,10.107,10.26,0.1608,0.1605,0.0,0.0,18.758,18.027,18.028,0.0,3,delivery,
18,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",959.07,47.77,46.15,6.287,6.3,0.1104,0.109,0.0,0.0,18.027,17.525,17.532,1.5,1,C,
19,WAIT,,SUCCEEDED,waited 60 s at C,1006.85,61.22,60.0,0.0,0.0,0.1033,0.1,0.0,0.0,17.525,17.055,17.07,1.5,0,C,
20,CHARGE,charger,SUCCEEDED,charged to 40.0 %,1068.08,1010.58,1009.08,11.502,11.27,0.1272,0.1253,5.1775,5.1732,17.055,40.012,40.0,1.5,0,charger,
