ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
3.0,run_20260917_162241,,idle,idle,29.994,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0
4.0,run_20260917_162241,,idle,idle,29.987,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0
5.0,run_20260917_162241,,idle,idle,29.979,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0
6.0,run_20260917_162241,,idle,idle,29.972,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0
7.0,run_20260917_162241,,idle,idle,29.964,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0
8.0,run_20260917_162241,,idle,idle,29.956,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0
9.0,run_20260917_162241,,idle,idle,29.949,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0
10.0,run_20260917_162241,,idle,idle,29.941,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0
11.0,run_20260917_162241,,idle,idle,29.934,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0
12.0,run_20260917_162241,,idle,idle,29.926,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0162,0.0
13.0,run_20260917_162241,,waiting,waiting,29.919,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0
14.0,run_20260917_162241,,waiting,waiting,29.911,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0196,0.0
15.0,run_20260917_162241,,waiting,waiting,29.903,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.0
16.0,run_20260917_162241,,waiting,waiting,29.896,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.0
17.0,run_20260917_162241,,waiting,waiting,29.888,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0246,0.0
18.0,run_20260917_162241,,driving,driving,29.88,22.015,100.0,0.0,0.393,0.219,0.0455,0.046,0.0265,0.0
19.0,run_20260917_162241,,driving,driving,29.863,22.047,100.0,0.0,0.865,0.482,0.4003,0.446,0.0301,0.0
20.0,run_20260917_162241,,driving,driving,29.844,22.08,100.0,0.0,0.895,0.499,0.4871,0.933,0.0342,0.0
21.0,run_20260917_162241,,driving,driving,29.826,22.112,100.0,0.0,0.88,0.49,0.497,1.43,0.0384,0.0
22.0,run_20260917_162241,,driving,driving,29.807,22.145,100.0,0.0,0.889,0.495,0.4989,1.929,0.0426,0.0
23.004,run_20260917_162241,,driving,driving,29.788,22.176,100.0,0.0,0.853,0.475,0.4715,2.4,0.0466,0.0
24.0,run_20260917_162241,,driving,driving,29.769,22.208,99.999,0.0,0.873,0.486,0.4969,2.897,0.0507,0.0
25.0,run_20260917_162241,,driving,driving,29.751,22.241,99.999,0.0,0.889,0.495,0.4951,3.392,0.0549,0.0
26.0,run_20260917_162241,,driving,driving,29.732,22.27,99.999,0.0,0.787,0.439,0.4785,3.871,0.0589,0.0
27.0,run_20260917_162241,,driving,driving,29.715,22.301,99.999,0.0,0.861,0.48,0.4299,4.301,0.0627,0.0
28.0,run_20260917_162241,,driving,driving,29.696,22.334,99.999,0.0,0.893,0.497,0.4889,4.79,0.0669,0.0
29.0,run_20260917_162241,,driving,driving,29.677,22.367,99.999,0.0,0.897,0.5,0.499,5.289,0.071,0.0
30.0,run_20260917_162241,,driving,driving,29.658,22.398,99.999,0.0,0.849,0.473,0.4914,5.78,0.0751,0.0
31.0,run_20260917_162241,,driving,driving,29.64,22.428,99.999,0.0,0.834,0.465,0.4609,6.241,0.0791,0.0
32.0,run_20260917_162241,,driving,driving,29.622,22.461,99.999,0.0,0.897,0.5,0.4727,6.714,0.0831,0.0
33.0,run_20260917_162241,,driving,driving,29.603,22.494,99.999,0.0,0.895,0.499,0.5025,7.216,0.0873,0.0
34.0,run_20260917_162241,,driving,driving,29.584,22.526,99.999,0.0,0.892,0.497,0.5036,7.72,0.0915,0.0
35.0,run_20260917_162241,,driving,driving,29.565,22.559,99.999,0.0,0.891,0.496,0.5034,8.223,0.0957,0.0
36.0,run_20260917_162241,,driving,driving,29.546,22.591,99.999,0.0,0.892,0.497,0.4849,8.708,0.0998,0.0
37.0,run_20260917_162241,,driving,driving,29.527,22.624,99.999,0.0,0.897,0.5,0.5025,9.211,0.104,0.0
