seq,action,target,phase,detail,sim_start_s,duration_s,predicted_duration_s,distance_m,predicted_distance_m,energy_wh,predicted_energy_wh,charged_wh,predicted_charged_wh,battery_start_percent,battery_end_percent,predicted_battery_end_percent,payload_kg,units,location,recovery
1,PICKUP,B,SUCCEEDED,"took 5 units (2.00 kg), 0 left",14.92,62.68,68.92,14.976,15.18,0.1799,0.1908,0.0,0.0,29.907,29.089,29.04,2.0,5,B,
2,DELIVER,delivery,SUCCEEDED,delivered 5 units,77.63,56.6,56.31,10.061,10.26,0.1687,0.1689,0.0,0.0,29.089,28.322,28.321,0.0,5,delivery,attempt 1: Nav2 aborted | recovery: clear costmaps
3,PICKUP,A,SUCCEEDED,"took 4 units (2.00 kg), 0 left",134.26,53.88,55.67,9.817,10.01,0.1391,0.1428,0.0,0.0,28.322,27.69,27.673,2.0,4,A,attempt 1: Nav2 aborted | recovery: clear costmaps
4,DELIVER,delivery,SUCCEEDED,delivered 4 units,188.15,56.16,55.67,9.818,10.01,0.1652,0.1661,0.0,0.0,27.69,26.939,26.935,0.0,4,delivery,
5,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",244.32,53.48,56.31,10.073,10.26,0.1388,0.1451,0.0,0.0,26.939,26.308,26.279,0.8,2,B,
6,DELIVER,delivery,SUCCEEDED,delivered 2 units,297.8,56.38,56.31,10.108,10.26,0.155,0.1547,0.0,0.0,26.308,25.603,25.605,0.0,2,delivery,
7,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",354.2,47.49,46.15,6.261,6.3,0.1098,0.1085,0.0,0.0,25.603,25.105,25.11,1.5,1,C,
8,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",401.69,65.11,69.9,15.399,15.56,0.2128,0.2217,0.0,0.0,25.105,24.137,24.097,2.5,2,A,
9,DELIVER,delivery,SUCCEEDED,delivered 3 units,466.81,56.26,55.67,9.859,10.01,0.1735,0.1724,0.0,0.0,24.137,23.349,23.353,0.0,3,delivery,
10,PICKUP,B,SUCCEEDED,"took 3 units (1.20 kg), 0 left",523.08,53.47,56.31,10.092,10.26,0.1393,0.1456,0.0,0.0,23.349,22.715,22.687,1.2,3,B,
11,DELIVER,delivery,SUCCEEDED,delivered 3 units,576.55,56.54,56.31,10.17,10.26,0.1607,0.1601,0.0,0.0,22.715,21.985,21.987,0.0,3,delivery,
12,PICKUP,A,SUCCEEDED,"took 1 units (0.50 kg), 0 left",633.1,53.08,55.67,9.806,10.01,0.1381,0.1434,0.0,0.0,21.985,21.357,21.333,0.5,1,A,
13,DELIVER,delivery,SUCCEEDED,delivered 1 units,686.19,55.96,55.67,9.787,10.01,0.1486,0.1493,0.0,0.0,21.357,20.682,20.678,0.0,1,delivery,
14,PICKUP,B,SUCCEEDED,"took 2 units (0.80 kg), 0 left",742.15,53.37,56.31,9.986,10.26,0.1391,0.1458,0.0,0.0,20.682,20.05,20.019,0.8,2,B,
15,DELIVER,delivery,SUCCEEDED,delivered 2 units,795.52,56.64,56.31,10.165,10.26,0.1562,0.1556,0.0,0.0,20.05,19.34,19.343,0.0,2,delivery,
16,PICKUP,C,SUCCEEDED,"took 1 units (1.50 kg), 0 left",852.16,48.07,46.15,6.298,6.3,0.112,0.1089,0.0,0.0,19.34,18.83,18.845,1.5,1,C,
17,DELIVER,delivery,SUCCEEDED,delivered 1 units,900.24,48.26,46.15,6.437,6.3,0.1241,0.1201,0.0,0.0,18.83,18.266,18.284,0.0,1,delivery,
18,PICKUP,A,SUCCEEDED,"took 2 units (1.00 kg), 0 left",948.5,53.17,55.67,9.833,10.01,0.1385,0.1436,0.0,0.0,18.266,17.637,17.613,1.0,2,A,
19,WAIT,,SUCCEEDED,waited 60 s at A,1001.68,61.2,60.0,0.0,0.0,0.1016,0.1,0.0,0.0,17.637,17.175,17.182,1.0,0,A,
20,CHARGE,charger,SUCCEEDED,charged to 40.0 %,1062.88,995.34,992.65,8.985,9.04,0.098,0.0952,5.1247,5.1167,17.175,40.024,40.0,1.0,0,charger,
