sim_time_s,section_id,status,factory_time_s,produced_total,picked_total,buffer_units,buffer_capacity,buffer_fill,rate_actual_per_hour,health_percent,time_to_full_s,fault_remaining_s,faults_total,lost_units,blocked_time_s
3.84,B,RUNNING,0.0,0,0,2,10,0.2,30.0,100.0,935.8548,0.0,0,0.0,0.0
4.0,B,RUNNING,0.156,0,0,2,10,0.2,30.0,100.0,935.6988,0.0,0,0.0,0.0
5.0,B,RUNNING,1.156,0,0,2,10,0.2,30.0,100.0,934.6988,0.0,0,0.0,0.0
6.0,B,RUNNING,2.156,0,0,2,10,0.2,30.0,100.0,933.6988,0.0,0,0.0,0.0
7.0,B,RUNNING,3.156,0,0,2,10,0.2,30.0,100.0,932.6988,0.0,0,0.0,0.0
8.0,B,RUNNING,4.156,0,0,2,10,0.2,30.0,100.0,931.6988,0.0,0,0.0,0.0
9.0,B,RUNNING,5.156,0,0,2,10,0.2,30.0,100.0,930.6988,0.0,0,0.0,0.0
10.0,B,RUNNING,6.156,0,0,2,10,0.2,30.0,100.0,929.6988,0.0,0,0.0,0.0
11.0,B,RUNNING,7.156,0,0,2,10,0.2,30.0,100.0,928.6988,0.0,0,0.0,0.0
12.0,B,RUNNING,8.156,0,0,2,10,0.2,30.0,100.0,927.6988,0.0,0,0.0,0.0
13.0,B,RUNNING,9.156,0,0,2,10,0.2,30.0,100.0,926.6988,0.0,0,0.0,0.0
14.0,B,RUNNING,10.156,0,0,2,10,0.2,30.0,100.0,925.6988,0.0,0,0.0,0.0
15.0,B,RUNNING,11.156,0,0,2,10,0.2,30.0,100.0,924.6988,0.0,0,0.0,0.0
16.0,B,RUNNING,12.156,0,0,2,10,0.2,30.0,100.0,923.6988,0.0,0,0.0,0.0
17.0,B,RUNNING,13.156,0,0,2,10,0.2,30.0,100.0,922.6988,0.0,0,0.0,0.0
18.0,B,RUNNING,14.156,0,0,2,10,0.2,30.0,100.0,921.6988,0.0,0,0.0,0.0
19.0,B,RUNNING,15.156,0,0,2,10,0.2,30.0,100.0,920.6988,0.0,0,0.0,0.0
20.0,B,RUNNING,16.156,0,0,2,10,0.2,30.0,100.0,919.6988,0.0,0,0.0,0.0
21.0,B,RUNNING,17.156,0,0,2,10,0.2,30.0,100.0,918.6988,0.0,0,0.0,0.0
22.0,B,RUNNING,18.156,0,0,2,10,0.2,30.0,100.0,917.6988,0.0,0,0.0,0.0
23.0,B,RUNNING,19.156,0,0,2,10,0.2,30.0,100.0,916.6988,0.0,0,0.0,0.0
24.0,B,RUNNING,20.156,0,0,2,10,0.2,30.0,100.0,915.6988,0.0,0,0.0,0.0
25.0,B,RUNNING,21.156,0,0,2,10,0.2,30.0,100.0,914.6988,0.0,0,0.0,0.0
26.0,B,RUNNING,22.156,0,0,2,10,0.2,30.0,100.0,913.6988,0.0,0,0.0,0.0
27.0,B,RUNNING,23.156,0,0,2,10,0.2,30.0,100.0,912.6988,0.0,0,0.0,0.0
28.0,B,RUNNING,24.156,0,0,2,10,0.2,30.0,100.0,911.6988,0.0,0,0.0,0.0
29.0,B,RUNNING,25.156,0,0,2,10,0.2,30.0,100.0,910.6988,0.0,0,0.0,0.0
30.0,B,RUNNING,26.156,0,0,2,10,0.2,30.0,100.0,909.6988,0.0,0,0.0,0.0
31.0,B,RUNNING,27.156,0,0,2,10,0.2,30.0,100.0,908.6988,0.0,0,0.0,0.0
32.0,B,RUNNING,28.156,0,0,2,10,0.2,30.0,100.0,907.6988,0.0,0,0.0,0.0
33.0,B,RUNNING,29.156,0,0,2,10,0.2,30.0,100.0,906.6988,0.0,0,0.0,0.0
34.0,B,RUNNING,30.156,0,0,2,10,0.2,30.0,100.0,905.6988,0.0,0,0.0,0.0
35.0,B,RUNNING,31.156,0,0,2,10,0.2,30.0,100.0,904.6988,0.0,0,0.0,0.0
36.0,B,RUNNING,32.156,0,0,2,10,0.2,30.0,100.0,903.6988,0.0,0,0.0,0.0
37.0,B,RUNNING,33.156,0,0,2,10,0.2,30.0,100.0,902.6988,0.0,0,0.0,0.0
38.0,B,RUNNING,34.156,0,0,2,10,0.2,30.0,100.0,901.6988,0.0,0,0.0,0.0
39.0,B,RUNNING,35.156,0,0,2,10,0.2,30.0,100.0,900.6988,0.0,0,0.0,0.0
40.0,B,RUNNING,36.156,0,0,2,10,0.2,30.0,100.0,899.6988,0.0,0,0.0,0.0
41.0,B,RUNNING,37.156,0,0,2,10,0.2,30.0,100.0,898.6988,0.0,0,0.0,0.0
42.0,B,RUNNING,38.156,0,0,2,10,0.2,30.0,100.0,897.6988,0.0,0,0.0,0.0
43.0,B,RUNNING,39.156,0,0,2,10,0.2,30.0,100.0,896.6988,0.0,0,0.0,0.0
44.0,B,RUNNING,40.156,0,0,2,10,0.2,30.0,100.0,895.6988,0.0,0,0.0,0.0
45.0,B,RUNNING,41.156,0,0,2,10,0.2,30.0,100.0,894.6988,0.0,0,0.0,0.0
46.0,B,RUNNING,42.156,0,0,2,10,0.2,30.0,100.0,893.6988,0.0,0,0.0,0.0
47.0,B,RUNNING,43.156,0,0,2,10,0.2,30.0,100.0,892.6988,0.0,0,0.0,0.0
48.0,B,RUNNING,44.156,0,0,2,10,0.2,30.0,100.0,891.6988,0.0,0,0.0,0.0
49.0,B,RUNNING,45.156,0,0,2,10,0.2,30.0,100.0,890.6988,0.0,0,0.0,0.0
50.0,B,RUNNING,46.156,0,0,2,10,0.2,30.0,100.0,889.6988,0.0,0,0.0,0.0
51.0,B,RUNNING,47.156,0,0,2,10,0.2,30.0,100.0,888.6988,0.0,0,0.0,0.0
52.0,B,RUNNING,48.156,0,0,2,10,0.2,30.0,100.0,887.6988,0.0,0,0.0,0.0
53.0,B,RUNNING,49.156,0,0,2,10,0.2,30.0,100.0,886.6988,0.0,0,0.0,0.0
54.0,B,RUNNING,50.156,0,0,2,10,0.2,30.0,100.0,885.6988,0.0,0,0.0,0.0
55.0,B,RUNNING,51.156,0,0,2,10,0.2,30.0,100.0,884.6988,0.0,0,0.0,0.0
56.0,B,RUNNING,52.156,0,0,2,10,0.2,30.0,100.0,883.6988,0.0,0,0.0,0.0
57.0,B,RUNNING,53.156,0,0,2,10,0.2,30.0,100.0,882.6988,0.0,0,0.0,0.0
58.0,B,RUNNING,54.156,0,0,2,10,0.2,30.0,100.0,881.6988,0.0,0,0.0,0.0
59.0,B,RUNNING,55.156,0,0,2,10,0.2,30.0,100.0,880.6988,0.0,0,0.0,0.0
60.0,B,RUNNING,56.156,0,0,2,10,0.2,30.0,100.0,879.6988,0.0,0,0.0,0.0
61.0,B,RUNNING,57.156,0,0,2,10,0.2,30.0,100.0,878.6988,0.0,0,0.0,0.0
62.0,B,RUNNING,58.156,0,0,2,10,0.2,30.0,100.0,877.6988,0.0,0,0.0,0.0
