sim_time_s,section_id,status,factory_time_s,produced_total,picked_total,buffer_units,buffer_capacity,buffer_fill,rate_actual_per_hour,health_percent,time_to_full_s,fault_remaining_s,faults_total,lost_units,blocked_time_s
3.03,B,RUNNING,0.0,0,0,5,10,0.5,30.0,100.0,575.8548,0.0,0,0.0,0.0
4.0,B,RUNNING,0.972,0,0,5,10,0.5,30.0,100.0,574.8828,0.0,0,0.0,0.0
5.0,B,RUNNING,1.972,0,0,5,10,0.5,30.0,100.0,573.8828,0.0,0,0.0,0.0
6.0,B,RUNNING,2.972,0,0,5,10,0.5,30.0,100.0,572.8828,0.0,0,0.0,0.0
7.0,B,RUNNING,3.972,0,0,5,10,0.5,30.0,100.0,571.8828,0.0,0,0.0,0.0
8.0,B,RUNNING,4.972,0,0,5,10,0.5,30.0,100.0,570.8828,0.0,0,0.0,0.0
9.0,B,RUNNING,5.972,0,0,5,10,0.5,30.0,100.0,569.8828,0.0,0,0.0,0.0
10.0,B,RUNNING,6.972,0,0,5,10,0.5,30.0,100.0,568.8828,0.0,0,0.0,0.0
11.0,B,RUNNING,7.972,0,0,5,10,0.5,30.0,100.0,567.8828,0.0,0,0.0,0.0
12.0,B,RUNNING,8.972,0,0,5,10,0.5,30.0,100.0,566.8828,0.0,0,0.0,0.0
13.0,B,RUNNING,9.972,0,0,5,10,0.5,30.0,100.0,565.8828,0.0,0,0.0,0.0
14.0,B,RUNNING,10.972,0,0,5,10,0.5,30.0,100.0,564.8828,0.0,0,0.0,0.0
15.0,B,RUNNING,11.972,0,0,5,10,0.5,30.0,100.0,563.8828,0.0,0,0.0,0.0
16.0,B,RUNNING,12.972,0,0,5,10,0.5,30.0,100.0,562.8828,0.0,0,0.0,0.0
17.0,B,RUNNING,13.972,0,0,5,10,0.5,30.0,100.0,561.8828,0.0,0,0.0,0.0
18.0,B,RUNNING,14.972,0,0,5,10,0.5,30.0,100.0,560.8828,0.0,0,0.0,0.0
19.0,B,RUNNING,15.972,0,0,5,10,0.5,30.0,100.0,559.8828,0.0,0,0.0,0.0
20.0,B,RUNNING,16.972,0,0,5,10,0.5,30.0,100.0,558.8828,0.0,0,0.0,0.0
21.0,B,RUNNING,17.976,0,0,5,10,0.5,30.0,100.0,557.8788,0.0,0,0.0,0.0
22.0,B,RUNNING,18.972,0,0,5,10,0.5,30.0,100.0,556.8828,0.0,0,0.0,0.0
23.0,B,RUNNING,19.972,0,0,5,10,0.5,30.0,100.0,555.8828,0.0,0,0.0,0.0
24.0,B,RUNNING,20.972,0,0,5,10,0.5,30.0,100.0,554.8828,0.0,0,0.0,0.0
25.0,B,RUNNING,21.972,0,0,5,10,0.5,30.0,100.0,553.8828,0.0,0,0.0,0.0
26.0,B,RUNNING,22.972,0,0,5,10,0.5,30.0,100.0,552.8828,0.0,0,0.0,0.0
27.0,B,RUNNING,23.972,0,0,5,10,0.5,30.0,100.0,551.8828,0.0,0,0.0,0.0
28.0,B,RUNNING,24.972,0,0,5,10,0.5,30.0,100.0,550.8828,0.0,0,0.0,0.0
29.0,B,RUNNING,25.972,0,0,5,10,0.5,30.0,100.0,549.8828,0.0,0,0.0,0.0
30.0,B,RUNNING,26.972,0,0,5,10,0.5,30.0,100.0,548.8828,0.0,0,0.0,0.0
31.0,B,RUNNING,27.972,0,0,5,10,0.5,30.0,100.0,547.8828,0.0,0,0.0,0.0
32.0,B,RUNNING,28.972,0,0,5,10,0.5,30.0,100.0,546.8828,0.0,0,0.0,0.0
33.0,B,RUNNING,29.972,0,0,5,10,0.5,30.0,100.0,545.8828,0.0,0,0.0,0.0
34.0,B,RUNNING,30.972,0,0,5,10,0.5,30.0,100.0,544.8828,0.0,0,0.0,0.0
35.0,B,RUNNING,31.972,0,0,5,10,0.5,30.0,100.0,543.8828,0.0,0,0.0,0.0
36.0,B,RUNNING,32.972,0,0,5,10,0.5,30.0,100.0,542.8828,0.0,0,0.0,0.0
37.0,B,RUNNING,33.972,0,0,5,10,0.5,30.0,100.0,541.8828,0.0,0,0.0,0.0
38.0,B,RUNNING,34.972,0,0,5,10,0.5,30.0,100.0,540.8828,0.0,0,0.0,0.0
39.0,B,RUNNING,35.972,0,0,5,10,0.5,30.0,100.0,539.8828,0.0,0,0.0,0.0
40.0,B,RUNNING,36.972,0,0,5,10,0.5,30.0,100.0,538.8828,0.0,0,0.0,0.0
41.0,B,RUNNING,37.972,0,0,5,10,0.5,30.0,100.0,537.8828,0.0,0,0.0,0.0
42.0,B,RUNNING,38.972,0,0,5,10,0.5,30.0,100.0,536.8828,0.0,0,0.0,0.0
43.0,B,RUNNING,39.972,0,0,5,10,0.5,30.0,100.0,535.8828,0.0,0,0.0,0.0
44.0,B,RUNNING,40.972,0,0,5,10,0.5,30.0,100.0,534.8828,0.0,0,0.0,0.0
45.0,B,RUNNING,41.972,0,0,5,10,0.5,30.0,100.0,533.8828,0.0,0,0.0,0.0
46.0,B,RUNNING,42.972,0,0,5,10,0.5,30.0,100.0,532.8828,0.0,0,0.0,0.0
47.0,B,RUNNING,43.972,0,0,5,10,0.5,30.0,100.0,531.8828,0.0,0,0.0,0.0
48.0,B,RUNNING,44.972,0,0,5,10,0.5,30.0,100.0,530.8828,0.0,0,0.0,0.0
49.0,B,RUNNING,45.972,0,0,5,10,0.5,30.0,100.0,529.8828,0.0,0,0.0,0.0
50.0,B,RUNNING,46.972,0,0,5,10,0.5,30.0,100.0,528.8828,0.0,0,0.0,0.0
51.0,B,RUNNING,47.972,0,0,5,10,0.5,30.0,100.0,527.8828,0.0,0,0.0,0.0
52.0,B,RUNNING,48.972,0,0,5,10,0.5,30.0,100.0,526.8828,0.0,0,0.0,0.0
