ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh,cumulative_charged_wh
4.0,run_20260915_131909,,idle,idle,99.993,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0
5.0,run_20260915_131909,,idle,idle,99.986,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0
6.0,run_20260915_131909,,idle,idle,99.978,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0
7.0,run_20260915_131909,,idle,idle,99.971,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0
8.0,run_20260915_131909,,idle,idle,99.963,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0
9.004,run_20260915_131909,,idle,idle,99.956,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0
10.0,run_20260915_131909,,idle,idle,99.948,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0
11.0,run_20260915_131909,,idle,idle,99.94,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.0
12.0,run_20260915_131909,,idle,idle,99.933,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0
13.0,run_20260915_131909,,idle,idle,99.925,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.0
14.0,run_20260915_131909,,driving,driving,99.917,22.016,100.0,0.0,0.43,0.24,0.0467,0.047,0.0183,0.0
15.0,run_20260915_131909,,driving,driving,99.899,22.048,100.0,0.0,0.861,0.48,0.4449,0.492,0.0222,0.0
16.0,run_20260915_131909,,driving,driving,99.88,22.081,100.0,0.0,0.894,0.498,0.4966,0.988,0.0264,0.0
17.0,run_20260915_131909,,driving,driving,99.861,22.113,100.0,0.0,0.882,0.491,0.4985,1.487,0.0305,0.0
18.0,run_20260915_131909,,driving,driving,99.843,22.146,100.0,0.0,0.885,0.493,0.481,1.968,0.0346,0.0
19.0,run_20260915_131909,,driving,driving,99.824,22.179,100.0,0.0,0.895,0.499,0.5012,2.469,0.0388,0.0
20.0,run_20260915_131909,,driving,driving,99.805,22.211,100.0,0.0,0.88,0.49,0.4882,2.957,0.0429,0.0
21.0,run_20260915_131909,,driving,driving,99.786,22.243,100.0,0.0,0.858,0.478,0.4904,3.448,0.047,0.0
22.0,run_20260915_131909,,driving,driving,99.768,22.275,99.999,0.0,0.873,0.486,0.4687,3.916,0.051,0.0
23.0,run_20260915_131909,,driving,driving,99.75,22.307,99.999,0.0,0.877,0.489,0.4778,4.394,0.0551,0.0
24.0,run_20260915_131909,,driving,driving,99.731,22.339,99.999,0.0,0.878,0.489,0.494,4.888,0.0592,0.0
25.0,run_20260915_131909,,driving,driving,99.712,22.372,99.999,0.0,0.887,0.494,0.4968,5.385,0.0634,0.0
26.0,run_20260915_131909,,driving,driving,99.693,22.404,99.999,0.0,0.887,0.494,0.4992,5.884,0.0675,0.0
27.0,run_20260915_131909,,driving,driving,99.675,22.436,99.999,0.0,0.877,0.489,0.4793,6.363,0.0716,0.0
28.0,run_20260915_131909,,driving,driving,99.656,22.468,99.999,0.0,0.886,0.494,0.5012,6.864,0.0758,0.0
29.0,run_20260915_131909,,driving,driving,99.637,22.501,99.999,0.0,0.897,0.5,0.5013,7.366,0.0799,0.0
30.0,run_20260915_131909,,driving,driving,99.618,22.534,99.999,0.0,0.896,0.499,0.5006,7.866,0.0841,0.0
31.0,run_20260915_131909,,driving,driving,99.599,22.566,99.999,0.0,0.879,0.49,0.5004,8.367,0.0883,0.0
32.0,run_20260915_131909,,driving,driving,99.58,22.597,99.999,0.0,0.873,0.487,0.4795,8.846,0.0923,0.0
33.0,run_20260915_131909,,driving,driving,99.561,22.63,99.999,0.0,0.896,0.499,0.4982,9.344,0.0965,0.0
34.0,run_20260915_131909,,driving,driving,99.543,22.662,99.999,0.0,0.88,0.491,0.4908,9.835,0.1006,0.0
35.0,run_20260915_131909,,driving,driving,99.524,22.694,99.999,0.0,0.887,0.494,0.496,10.331,0.1048,0.0
36.0,run_20260915_131909,,driving,driving,99.506,22.721,99.999,0.0,0.761,0.424,0.4632,10.794,0.1087,0.0
37.0,run_20260915_131909,,driving,driving,99.49,22.74,99.999,0.0,0.539,0.3,0.3593,11.154,0.1122,0.0
38.0,run_20260915_131909,,driving,driving,99.479,22.741,99.999,0.0,0.035,0.02,0.1389,11.293,0.1146,0.0
39.0,run_20260915_131909,,loading,loading,99.471,22.74,99.999,0.0,0.0,0.0,0.0137,11.306,0.1163,0.0
40.0,run_20260915_131909,,loading,loading,99.464,22.739,99.999,0.0,0.0,0.0,0.0,11.306,0.118,0.0
41.0,run_20260915_131909,,loading,loading,99.456,22.738,99.999,0.0,0.0,0.0,0.0,11.306,0.1196,0.0
42.0,run_20260915_131909,,loading,loading,99.449,22.737,99.999,0.0,0.0,0.0,0.0,11.306,0.1213,0.0
43.0,run_20260915_131909,,loading,loading,99.441,22.737,99.999,0.0,0.0,0.0,0.0,11.306,0.123,0.0
44.0,run_20260915_131909,,loading,loading,99.433,22.736,99.999,0.0,0.0,0.0,0.0,11.306,0.1246,0.0
45.0,run_20260915_131909,,loading,loading,99.426,22.735,99.999,0.0,0.0,0.0,0.0,11.306,0.1263,0.0
46.0,run_20260915_131909,,loading,loading,99.418,22.734,99.999,0.0,0.0,0.0,0.0,11.306,0.128,0.0
47.0,run_20260915_131909,,loading,loading,99.411,22.733,99.999,0.0,0.0,0.0,0.0,11.306,0.1296,0.0
48.0,run_20260915_131909,,loading,loading,99.403,22.733,99.999,0.0,0.0,0.0,0.0,11.306,0.1313,0.0
49.0,run_20260915_131909,,loading,loading,99.396,22.732,99.999,0.0,0.0,0.0,0.0,11.306,0.133,0.0
50.0,run_20260915_131909,,loading,loading,99.388,22.731,99.999,0.0,0.0,0.0,0.0,11.306,0.1346,0.0
51.0,run_20260915_131909,,loading,loading,99.38,22.73,99.999,0.0,0.0,0.0,0.0,11.306,0.1363,0.0
52.0,run_20260915_131909,,loading,loading,99.373,22.729,99.999,0.0,0.0,0.0,0.0,11.306,0.138,0.0
53.0,run_20260915_131909,,loading,loading,99.365,22.729,99.999,0.0,0.0,0.0,0.0,11.306,0.1396,0.0
54.0,run_20260915_131909,,loading,loading,99.358,22.728,99.999,0.0,0.0,0.0,0.0,11.306,0.1413,0.0
55.0,run_20260915_131909,,loading,loading,99.35,22.727,99.999,0.0,0.0,0.0,0.0,11.306,0.143,0.0
56.0,run_20260915_131909,,loading,loading,99.343,22.726,99.999,0.0,0.0,0.0,0.0,11.306,0.1446,0.0
57.0,run_20260915_131909,,loading,loading,99.335,22.725,99.999,0.0,0.0,0.0,0.0,11.306,0.1463,0.0
58.0,run_20260915_131909,,loading,loading,99.327,22.725,99.999,0.0,0.0,0.0,0.0,11.306,0.148,0.0
59.0,run_20260915_131909,,loading,loading,99.32,22.724,99.999,0.0,0.0,0.0,0.0,11.306,0.1496,0.0
60.0,run_20260915_131909,,loading,loading,99.312,22.723,99.998,0.0,0.0,0.0,0.0,11.306,0.1513,0.0
61.0,run_20260915_131909,,loading,loading,99.305,22.722,99.998,0.0,0.0,0.0,0.0,11.306,0.153,0.0
